,SID,NAME,ISO,YEAR,BASIN,SUB BASIN,NATURE,ISO_TIME,COORDS,TOTAL_HRS,DAY_HRS,NIGHT_HRS,USA_SSHS,WIND_CALC_MEAN,PRES_CALC_MEAN,STORM_SPD_MEAN,STORM_DR_MEAN,V_LAND_KN,34KN_POP,34KN_ASSETS,64KN_POP,64KN_ASSETS,96KN_POP,96KN_ASSETS,CPI,TOTAL_DAMAGE_(000$),TOTAL_DEATHS,"Air transport, freight (million ton-km)",Arable land (hectares per person),Cereal yield (kg per hectare),Food production index (2004-2006 = 100),GDP growth (annual %),GDP per capita (constant 2010 US$),Net flows from UN agencies US$,"Life expectancy at birth, total (years)",Mobile cellular subscriptions (per 100 people),Population density (people per sq. km of land area),Adjusted savings: education expenditure (% of GNI),Rural population (% of total population),Income_level_Final,TOTAL_AFFECTED,"Population, total",Population_2000,Population_2005,Population_2010,Population_2015,Population_2020,pop_max_34,pop_max_50,pop_max_64,Numeric,YEAR_tiff,coef_year,YEAR_tiff_c,pop_max_34_adj,pop_max_50_adj,pop_max_64_adj
437,2001264N13269,JULIETTE,MEX,2001,EP,EP,TS,"['2001-09-28 00:00:00', '2001-09-28 03:00:00', '2001-09-28 12:00:00', '2001-09-28 15:00:00', '2001-09-28 18:00:00', '2001-09-28 21:00:00', '2001-09-29 00:00:00', '2001-09-29 03:00:00', '2001-09-29 06:00:00', '2001-09-29 09:00:00', '2001-09-29 12:00:00', '2001-09-29 15:00:00', '2001-09-29 18:00:00', '2001-09-29 21:00:00', '2001-09-30 00:00:00', '2001-09-30 03:00:00', '2001-09-30 06:00:00', '2001-09-30 09:00:00', '2001-09-30 12:00:00', '2001-09-30 15:00:00', '2001-09-30 18:00:00', '2001-09-30 21:00:00', '2001-10-01 00:00:00', '2001-10-01 03:00:00', '2001-10-01 06:00:00', '2001-10-01 09:00:00', '2001-10-01 12:00:00', '2001-10-01 15:00:00', '2001-10-01 18:00:00', '2001-10-01 21:00:00', '2001-10-02 00:00:00', '2001-10-02 03:00:00', '2001-10-02 06:00:00', '2001-10-02 09:00:00', '2001-10-02 12:00:00', '2001-10-02 15:00:00', '2001-10-02 18:00:00', '2001-10-02 21:00:00', '2001-09-27 18:00:00', '2001-09-27 21:00:00', '2001-09-28 06:00:00', '2001-09-28 09:00:00']","[[22.3, -110.7], [22.6, -110.84], [23.0, -111.1], [23.1, -111.1], [23.2, -111.1], [23.3, -111.14], [23.4, -111.2], [23.5, -111.24], [23.6, -111.3], [23.7, -111.39], [23.8, -111.5], [23.84, -111.59], [24.0, -111.7], [24.43, -111.88], [25.0, -112.0], [25.55, -111.92], [26.1, -111.8], [26.6, -111.77], [27.1, -111.8], [27.69, -111.89], [28.2, -112.0], [28.5, -112.09], [28.7, -112.2], [28.95, -112.35], [29.2, -112.5], [29.45, -112.59], [29.7, -112.7], [29.97, -112.9], [30.2, -113.1], [30.32, -113.21], [30.4, -113.3], [30.52, -113.45], [30.6, -113.6], [30.57, -113.68], [30.5, -113.8], [30.46, -114.1], [30.4, -114.4], [30.31, -114.55], [21.4, -110.7], [21.86, -110.67], [22.8, -111.0], [22.92, -111.07]]",9,1,8,-1,44.5,994.4761904999999,5.2380952380000005,266.5238095,70.6,468690.0,6345409494.0,3151.0,5622624.0,0.0,0.0,69.25933995,400000.0,3.0,295.884,0.230821798,2855.2,92.57,-0.40439012700000004,9088.053319,14239999.86,74.658,21.69288102,51.59502714,4.33,24.955,High_Middle,3800,100298153,98899845,106005203,114092963,121858258,128932753.0,15605304.0,97538.2265625,8765.3251953125,484.0,2000,98899845.0,Population_2000,15825941.569509154,98917.28314755487,8889.254857115378
438,2001278N12302,IRIS,GTM,2001,NAm,NAm,TS,['2001-10-09 06:00:00'],"[[16.2, -89.9]]",0,0,0,0,60.0,1005.0,22.0,269.0,98.6,1983009.0,15514299448.0,234936.0,2245108089.0,1324.0,25081793.0,69.25933995,100.0,8.0,,0.11782024,2038.8,82.93,2.332574856,2554.22512,5090000.034,68.304,9.61380454,111.2816909,2.030314062,54.332,Low_Middle,6446,11924946,11650743,13096028,14630417,16252429,,942000.25,354393.625,76907.5390625,320.0,2000,11650743.0,Population_2000,964170.4493212579,362734.36302468006,78717.57623639995
439,2001278N12302,IRIS,MEX,2001,NAm,NAm,TS,['2001-10-09 09:00:00'],"[[16.2, -90.97]]",0,0,0,0,45.0,1004.0,19.0,270.0,48.9,389552.0,8382118855.0,0.0,0.0,0.0,0.0,69.25933995,1000.0,2.0,295.884,0.230821798,2855.2,92.57,-0.40439012700000004,9088.053319,14239999.86,74.658,21.69288102,51.59502714,4.33,24.955,High_Middle,27500,100298153,98899845,106005203,114092963,121858258,128932753.0,5076.1298828125,0.0,0.0,484.0,2000,98899845.0,Population_2000,5147.899388863554,0.0,0.0
440,2001278N12302,IRIS,BLZ,2001,NAm,CS,TS,"['2001-10-09 00:00:00', '2001-10-09 02:00:00', '2001-10-09 03:00:00']","[[16.5, -88.0], [16.3, -88.4], [16.24, -88.71]]",3,0,3,4,119.33333329999999,952.6666667000002,17.66666667,256.0,125.7,275973.0,2638073700.0,126107.0,1479599594.0,29141.0,428642507.0,69.25933995,250000.0,30.0,,0.254839001,3100.0,88.86,5.0155848810000005,3852.6108090000002,1789999.969,69.04,15.35110933,11.18206927,5.01,54.619,High_Middle,20000,255063,247315,283800,322464,360933,,137093.34375,44471.02734375,10003.443359375,84.0,2000,247315.0,Population_2000,141388.26814752945,45864.23648941191,10316.835911983768
441,2001303N13276,MICHELLE,NIC,2001,NAm,CS,TS,"['2001-10-29 18:00:00', '2001-10-29 21:00:00', '2001-10-30 00:00:00', '2001-10-30 03:00:00', '2001-10-30 06:00:00', '2001-10-30 09:00:00', '2001-10-30 12:00:00', '2001-10-30 15:00:00', '2001-10-30 18:00:00', '2001-10-30 21:00:00', '2001-10-31 00:00:00', '2001-10-31 03:00:00', '2001-10-31 06:00:00']","[[13.3, -83.6], [13.53, -83.53], [13.7, -83.6], [13.76, -83.86], [13.7, -84.1], [13.52, -84.07], [13.3, -83.9], [13.07, -83.68], [13.0, -83.5], [13.28, -83.53], [13.7, -83.6], [14.02, -83.52], [14.3, -83.4]]",12,0,12,-1,30.0,1004.615385,5.0,127.6923077,75.6,,,,,,,69.25933995,1000.0,16.0,,0.371596501,1692.9,82.38,2.9608435539999998,1312.842252,12080000.04,69.934,3.197226398,42.75690543,2.514520825,44.665,Low_Middle,24866,5145366,5069302,5438690,5824065,6223240,,741056.9375,246275.078125,128418.421875,558.0,2000,5069302.0,Population_2000,752176.368714396,249970.39308995966,130345.31809098792
442,2001303N13276,MICHELLE,BHS,2001,NAm,CS,TS,"['2001-11-05 12:00:00', '2001-11-05 15:00:00', '2001-11-05 18:00:00']","[[24.3, -78.0], [24.87, -77.21], [25.4, -76.4]]",6,6,0,1,77.33333333,977.0,18.66666667,54.0,96.7,291931.0,8930492289.0,227622.0,6449592703.0,1.0,1484911.0,69.25933995,300000.0,,1.764,0.023131473,3000.0,88.52,2.625684058,31910.509560000002,420000.0074,71.954,20.01037612,30.23156843,3.8356,17.951,High,36,302618,298051,324859,354942,374206,,77659.7109375,4275.400390625,1153.105224609375,44.0,2000,298051.0,Population_2000,78849.6814454049,4340.911841967168,1170.7741187274655
443,2001303N13276,MICHELLE,HND,2001,NAm,CS,TS,"['2001-10-31 09:00:00', '2001-10-31 12:00:00', '2001-10-31 15:00:00', '2001-10-31 18:00:00', '2001-10-31 21:00:00', '2001-11-01 00:00:00', '2001-11-01 03:00:00', '2001-11-01 06:00:00', '2001-11-01 09:00:00', '2001-11-01 12:00:00', '2001-11-01 15:00:00', '2001-11-01 18:00:00', '2001-11-01 21:00:00', '2001-11-02 00:00:00', '2001-11-02 03:00:00', '2001-11-02 06:00:00']","[[14.56, -83.29], [14.8, -83.2], [15.05, -83.14], [15.3, -83.1], [15.54, -83.07], [15.8, -83.1], [16.16, -83.23], [16.5, -83.4], [16.69, -83.51], [16.8, -83.6], [16.9, -83.71], [17.0, -83.8], [17.15, -83.86], [17.3, -83.9], [17.4, -83.9], [17.5, -83.9]]",21,0,21,0,43.3125,997.3125,4.375,213.75,75.6,,,,,,,69.25933995,5000.0,21.0,,0.158177417,1447.1,73.92,2.723193273,1608.068654,14610000.13,70.976,3.519432718,60.34419519,4.10298576,54.036,Low_Middle,86321,6751912,6574509,7458985,8317470,9112916,,61453.58203125,20443.03515625,8659.458984375,340.0,2000,6574509.0,Population_2000,63111.812298041004,20994.658975735867,8893.121148683404
444,2001303N13276,MICHELLE,CUB,2001,NAm,CS,TS,"['2001-11-04 12:00:00', '2001-11-04 15:00:00', '2001-11-04 18:00:00', '2001-11-04 21:00:00', '2001-11-04 23:00:00', '2001-11-05 00:00:00', '2001-11-05 03:00:00', '2001-11-05 06:00:00', '2001-11-04 03:00:00', '2001-11-04 06:00:00', '2001-11-04 09:00:00', '2001-11-05 09:00:00']","[[20.8, -82.5], [21.15, -82.14], [21.5, -81.8], [21.8, -81.57], [22.1, -81.2], [22.3, -80.9], [22.73, -80.25], [23.1, -79.7], [19.9, -83.53], [20.1, -83.3], [20.43, -82.92], [23.68, -78.88]]",21,0,21,4,108.83333329999999,952.75,12.0,47.58333333,111.6,4429501.0,42211754739.0,1636603.0,16538801306.0,495772.0,4711217496.0,69.25933995,100000.0,5.0,54.26,0.33489579199999997,2880.6,119.57,3.185029904,3579.395475,7420000.106000001,76.905,0.076840626,103.9540689,7.51,24.445,High_Middle,5900012,11164667,11126430,11261582,11225832,11324781,11326616.0,6978015.0,763181.375,186827.234375,192.0,2000,11126430.0,Population_2000,7001995.590320076,765804.1179854746,187469.2833485519
445,2001309N10130,LINGLING,PHL,2001,WP,WP,TS,"['2001-11-06 09:00:00', '2001-11-06 12:00:00', '2001-11-06 15:00:00', '2001-11-06 18:00:00', '2001-11-06 21:00:00', '2001-11-07 00:00:00', '2001-11-07 03:00:00', '2001-11-07 06:00:00', '2001-11-07 09:00:00', '2001-11-07 12:00:00', '2001-11-07 15:00:00', '2001-11-07 18:00:00', '2001-11-07 21:00:00', '2001-11-08 00:00:00', '2001-11-08 03:00:00', '2001-11-08 06:00:00', '2001-11-08 09:00:00', '2001-11-08 12:00:00', '2001-11-08 15:00:00', '2001-11-06 03:00:00', '2001-11-06 06:00:00', '2001-11-08 18:00:00', '2001-11-08 21:00:00', '2001-11-09 00:00:00']","[[10.43, 126.4], [10.47, 125.99], [10.49, 125.58], [10.52, 125.15], [10.61, 124.64], [10.7, 124.2], [10.74, 123.93], [10.78, 123.72], [10.85, 123.49], [10.95, 123.25], [11.07, 123.03], [11.2, 122.8], [11.32, 122.54], [11.45, 122.25], [11.6, 121.93], [11.78, 121.58], [11.96, 121.2], [12.15, 120.78], [12.33, 120.31], [10.23, 127.34], [10.36, 126.86], [12.47, 119.83], [12.58, 119.33], [12.68, 118.83]]",15,0,15,0,39.43402778,993.4409722000001,7.666666667,287.1666667,68.4,13529803.0,126964000000.0,82302.0,873016567.0,0.0,0.0,69.25933995,22700.0,290.0,274.97900000000004,0.062555796,2667.8,88.98,2.893987062,1618.816177,16460000.25,68.835,15.26135878,267.2062012,2.37,53.95,Low_Middle,1060147,79672873,77991755,86326250,93966780,102113212,109581078.0,17044026.0,7496895.5,2237242.0,608.0,2000,77991755.0,Population_2000,17411411.23067045,7658491.632426677,2285465.915419726
446,2001309N10130,LINGLING,VNM,2001,WP,WP,TS,"['2001-11-11 15:00:00', '2001-11-11 18:00:00', '2001-11-11 21:00:00', '2001-11-12 00:00:00', '2001-11-12 03:00:00', '2001-11-11 09:00:00', '2001-11-11 12:00:00']","[[13.56, 109.99], [13.57, 109.42], [13.57, 108.81], [13.55, 108.22], [13.53, 107.72], [13.55, 111.14], [13.55, 110.55]]",21,0,21,3,68.13095238,969.6428571,11.0,269.42857139999995,110.8,8065040.0,62754442718.0,3512678.0,26150099781.0,1221662.0,6545720158.0,69.25933995,55000.0,20.0,135.363,0.082348207,4167.3,81.57,6.192893312000001,804.1988617000001,31679999.63,73.22800000000001,1.5496114380000001,259.5470732,3.180523304,75.063,Low_Middle,73183,80742499,79910412,83832661,87967651,92677076,97338579.0,18526772.0,8719212.0,574199.125,704.0,2000,79910412.0,Population_2000,18719686.6120929,8810002.95919871,580178.1159145241
447,2001338N10130,KAJIKI,PHL,2001,WP,WP,TS,"['2001-12-05 00:00:00', '2001-12-05 03:00:00', '2001-12-05 06:00:00', '2001-12-05 09:00:00', '2001-12-05 12:00:00', '2001-12-05 15:00:00', '2001-12-05 18:00:00', '2001-12-05 21:00:00', '2001-12-06 00:00:00', '2001-12-06 03:00:00', '2001-12-06 06:00:00', '2001-12-06 09:00:00', '2001-12-06 12:00:00', '2001-12-06 15:00:00', '2001-12-06 18:00:00', '2001-12-04 15:00:00', '2001-12-04 18:00:00', '2001-12-04 21:00:00', '2001-12-06 21:00:00', '2001-12-07 00:00:00']","[[10.35, 126.06], [10.52, 125.55], [10.69, 125.01], [10.77, 124.45], [10.85, 123.9], [10.96, 123.38], [11.07, 122.9], [11.15, 122.48], [11.22, 122.1], [11.33, 121.7], [11.45, 121.3], [11.56, 120.9], [11.68, 120.45], [11.78, 119.94], [11.9, 119.35], [10.23, 127.39], [10.23, 126.9], [10.27, 126.48], [12.04, 118.68], [12.18, 117.97]]",0,0,0,0,32.1625,998.8541667000002,10.1,281.5,54.5,12895489.0,115844000000.0,0.0,0.0,0.0,0.0,69.25933995,96.0,6.0,274.97900000000004,0.062555796,2667.8,88.98,2.893987062,1618.816177,16460000.25,68.835,15.26135878,267.2062012,2.37,53.95,Low_Middle,54840,79672873,77991755,86326250,93966780,102113212,109581078.0,17490598.0,10763674.0,1971428.375,608.0,2000,77991755.0,Population_2000,17867609.122888107,10995685.7826241,2013922.6582344682
448,2001364S19036,CYPRIEN,MDG,2002,SI,SI,TS,"['2002-01-01 21:00:00', '2002-01-02 00:00:00', '2002-01-02 03:00:00', '2002-01-02 06:00:00', '2002-01-02 09:00:00', '2002-01-02 12:00:00', '2002-01-02 15:00:00', '2002-01-02 18:00:00', '2002-01-02 21:00:00', '2002-01-03 00:00:00', '2002-01-03 03:00:00', '2002-01-03 06:00:00', '2002-01-03 09:00:00', '2002-01-03 12:00:00', '2002-01-03 15:00:00', '2002-01-01 12:00:00', '2002-01-01 15:00:00', '2002-01-01 18:00:00']","[[-21.27, 42.69], [-21.5, 42.9], [-21.76, 43.1], [-22.03, 43.27], [-22.34, 43.38], [-22.6, 43.47], [-22.78, 43.58], [-22.87, 43.7], [-22.88, 43.82], [-22.74, 43.94], [-22.49, 44.05], [-22.13, 44.13], [-21.66, 44.18], [-21.5, 44.3], [-21.27, 44.44], [-20.73, 41.8], [-20.9, 42.13], [-21.07, 42.43]]",21,0,21,0,43.46666667,990.3055555999999,5.5,94.88888889,54.3,468790.0,146560808.0,0.0,0.0,0.0,0.0,70.35781897,181.0,2.0,10.863,0.175960597,1967.4,86.06,-12.67378814,428.22004060000006,20390000.11,59.717,0.972316507,28.82882863,2.3,72.337,Low,1900,16765117,15766806,18336724,21151640,24234088,27691018.0,983482.75,894480.125,263435.6875,450.0,2000,15766806.0,Population_2000,1045754.1858022322,951116.1581996776,280115.71417273337
449,2002017S07078,DINA,REU,2002,SI,SI,TS,"['2002-01-22 15:00:00', '2002-01-22 18:00:00', '2002-01-22 21:00:00', '2002-01-22 09:00:00', '2002-01-22 12:00:00', '2002-01-23 00:00:00', '2002-01-23 03:00:00', '2002-01-23 06:00:00', '2002-01-23 09:00:00']","[[-20.17, 55.25], [-20.33, 54.83], [-20.59, 54.49], [-19.83, 56.15], [-20.03, 55.7], [-20.87, 54.2], [-21.09, 53.91], [-21.33, 53.63], [-21.64, 53.36]]",18,0,18,4,110.7777778,927.8888889000001,8.111111111,234.0,92.6,884291.0,0.0,640804.0,0.0,0.0,0.0,70.35781897,50000.0,,185.571,0.073882159,7763.2,95.38,1.614918645,5859.659304,2259999.961,71.96585366,28.91733482,593.4093596,3.035,57.553000000000004,High_Middle,3100,758665,736710,791598,830519,863363,,,,,,2000,736710.0,Population_2000,,,
450,2002017S07078,DINA,MUS,2002,SI,SI,TS,"['2002-01-21 21:00:00', '2002-01-22 00:00:00', '2002-01-22 03:00:00', '2002-01-21 15:00:00', '2002-01-21 18:00:00', '2002-01-22 06:00:00']","[[-19.35, 58.04], [-19.4, 57.53], [-19.49, 57.06], [-19.21, 59.08], [-19.3, 58.57], [-19.63, 56.6]]",9,0,9,4,113.33333329999999,926.0,9.5,258.1666667,107.0,1294326.0,47972786470.0,1234869.0,45336142693.0,0.0,0.0,70.35781897,50000.0,3.0,185.571,0.073882159,7763.2,95.38,1.614918645,5859.659304,2259999.961,71.96585366,28.91733482,593.4093596,3.035,57.553000000000004,High_Middle,1050,1204621,1186873,1228254,1250400,1262605,1271768.0,,,,,2000,1186873.0,Population_2000,,,
451,2002122S07063,KESINY,MDG,2002,SI,SI,TS,"['2002-05-09 09:00:00', '2002-05-09 12:00:00', '2002-05-09 15:00:00', '2002-05-09 18:00:00', '2002-05-09 21:00:00', '2002-05-10 00:00:00', '2002-05-10 03:00:00', '2002-05-10 06:00:00', '2002-05-10 09:00:00', '2002-05-10 12:00:00', '2002-05-10 15:00:00', '2002-05-10 18:00:00', '2002-05-10 21:00:00', '2002-05-11 00:00:00', '2002-05-11 03:00:00', '2002-05-11 06:00:00', '2002-05-11 09:00:00', '2002-05-11 12:00:00', '2002-05-11 15:00:00', '2002-05-09 06:00:00']","[[-12.47, 50.6], [-12.6, 50.0], [-12.71, 49.47], [-12.83, 49.0], [-12.99, 48.55], [-13.17, 48.17], [-13.31, 47.82], [-13.5, 47.57], [-13.79, 47.41], [-14.13, 47.3], [-14.52, 47.17], [-14.87, 47.07], [-15.07, 47.02], [-15.2, 47.0], [-15.32, 46.99], [-15.48, 46.98], [-15.63, 46.96], [-15.74, 46.94], [-15.85, 46.9], [-12.33, 51.2]]",21,0,21,0,38.16666667,993.425,6.55,208.6,80.5,1644713.0,377551127.0,323224.0,75542949.0,0.0,0.0,70.35781897,,20.0,10.863,0.175960597,1967.4,86.06,-12.67378814,428.22004060000006,20390000.11,59.717,0.972316507,28.82882863,2.3,72.337,Low,526200,16765117,15766806,18336724,21151640,24234088,27691018.0,3830175.0,1656037.0,176568.96875,450.0,2000,15766806.0,Population_2000,4072691.197283394,1760892.7300386014,187748.83255765904
452,2002178N04155,CHATAAN,JPN,2002,WP,WP,TS,"['2002-07-10 12:00:00', '2002-07-10 15:00:00', '2002-07-10 18:00:00', '2002-07-10 21:00:00', '2002-07-11 00:00:00', '2002-07-11 03:00:00', '2002-07-11 06:00:00', '2002-07-11 09:00:00', '2002-07-11 12:00:00', '2002-07-11 15:00:00', '2002-07-11 18:00:00', '2002-07-11 21:00:00', '2002-07-10 06:00:00', '2002-07-10 09:00:00']","[[34.16, 138.8], [35.03, 139.93], [36.09, 141.09], [37.75, 141.8], [38.96, 142.3], [39.97, 142.75], [41.4, 143.4], [42.33, 143.96], [43.0, 144.25], [44.07, 143.97], [44.8, 143.6], [45.41, 143.53], [32.08, 136.45], [33.14, 137.56]]",21,0,21,0,49.30357143,980.2083332999998,23.0,71.14285714,79.2,4814062.0,714195000000.0,0.0,0.0,0.0,0.0,70.35781897,5000.0,5.0,8204.671,0.034673781,6085.5,102.55,0.117992777,42190.80487,0.0,81.56341463,63.42667271,349.6433471,3.0536964560000004,18.352999999999998,High,100018,127445000,126843000,127773000,128070000,127141000,126476461.0,59469592.0,15786171.0,201585.015625,392.0,2000,126843000.0,Population_2000,59751836.147363275,15861092.556112675,202541.7430707893
453,2002187N11160,HALONG,JPN,2002,WP,WP,TS,"['2002-07-15 09:00:00', '2002-07-15 12:00:00', '2002-07-15 15:00:00', '2002-07-15 18:00:00', '2002-07-15 21:00:00', '2002-07-16 00:00:00', '2002-07-16 01:00:00', '2002-07-16 03:00:00', '2002-07-15 06:00:00', '2002-07-16 06:00:00', '2002-07-17 00:00:00']","[[30.57, 131.07], [31.25, 132.25], [32.12, 133.53], [32.95, 135.05], [33.62, 136.73], [34.48, 138.55], [34.8, 139.16], [35.59, 140.4], [30.0, 130.1], [36.91, 142.18], [45.0, 151.5]]",15,0,15,0,55.5,980.8409091,31.63636364,53.81818182,104.8,2769078.0,382400000000.0,1135876.0,96809393200.0,553565.0,50441914390.0,70.35781897,,,8204.671,0.034673781,6085.5,102.55,0.117992777,42190.80487,0.0,81.56341463,63.42667271,349.6433471,3.0536964560000004,18.352999999999998,High,579,127445000,126843000,127773000,128070000,127141000,126476461.0,86324040.0,51114656.0,1316875.625,392.0,2000,126843000.0,Population_2000,86733736.0185426,51357247.41546636,1323125.5491286472
454,2002234N14164,RUSA,KOR,2002,WP,WP,TS,"['2002-08-31 00:00:00', '2002-08-31 03:00:00', '2002-08-31 06:00:00', '2002-08-31 09:00:00', '2002-08-31 12:00:00', '2002-08-31 15:00:00', '2002-08-31 18:00:00', '2002-08-31 21:00:00', '2002-09-01 00:00:00', '2002-09-01 03:00:00', '2002-09-01 06:00:00']","[[32.65, 127.4], [33.37, 127.38], [34.15, 127.4], [34.84, 127.37], [35.45, 127.47], [36.0, 127.66], [36.55, 127.92], [37.23, 128.24], [37.89, 128.66], [38.43, 129.17], [38.98, 129.74]]",6,0,6,0,53.53030303,979.8409091,13.81818182,48.36363636,79.0,25441252.0,4142950000000.0,566346.0,128866000000.0,0.0,0.0,70.35781897,4200000.0,184.0,7896.526999999999,0.035135046,6017.1,100.41,7.432433614,16734.84566,1250000.05,76.76585366,67.38082966,492.2485381,3.05,19.701,High,88625,47644736,47008111,48184561,49554112,51014947,,47856308.0,44839008.0,783262.125,410.0,2000,47008111.0,Population_2000,48504420.02646496,45446257.10788268,793869.7465299978
455,2002234N14164,RUSA,PRK,2002,WP,WP,TS,"['2002-09-01 12:00:00', '2002-09-01 09:00:00']","[[40.6, 130.8], [39.69, 130.2]]",21,0,21,-1,24.5,999.0,22.5,30.5,116.0,,,,,,,70.35781897,500.0,3.0,1.7369999999999999,0.098545583,3190.8,96.65,,,12090000.14,66.925,0.0,193.83317830000001,,40.43,Low,7401,23339453,22929075,23904167,24548836,25183833,,17864696.0,778524.125,0.0,408.0,2000,22929075.0,Population_2000,18184433.198953208,792457.926227012,0.0
456,2002252N20121,HAGUPIT,CHN,2002,WP,WP,TS,"['2002-09-11 09:00:00', '2002-09-11 12:00:00', '2002-09-11 15:00:00', '2002-09-11 18:00:00', '2002-09-11 21:00:00', '2002-09-12 00:00:00', '2002-09-12 03:00:00', '2002-09-12 06:00:00', '2002-09-12 09:00:00', '2002-09-12 12:00:00', '2002-09-12 15:00:00', '2002-09-12 18:00:00', '2002-09-12 21:00:00', '2002-09-13 00:00:00', '2002-09-13 03:00:00', '2002-09-13 06:00:00', '2002-09-13 09:00:00', '2002-09-13 12:00:00', '2002-09-13 15:00:00', '2002-09-13 18:00:00', '2002-09-13 21:00:00', '2002-09-14 00:00:00', '2002-09-14 03:00:00', '2002-09-14 06:00:00', '2002-09-14 09:00:00', '2002-09-14 12:00:00', '2002-09-14 15:00:00', '2002-09-14 18:00:00', '2002-09-14 21:00:00', '2002-09-15 00:00:00', '2002-09-15 03:00:00', '2002-09-15 06:00:00', '2002-09-15 09:00:00', '2002-09-15 12:00:00', '2002-09-15 15:00:00', '2002-09-11 06:00:00']","[[21.08, 113.28], [21.23, 112.88], [21.41, 112.58], [21.6, 112.22], [21.75, 111.6], [21.88, 110.95], [21.99, 110.51], [22.07, 110.17], [22.09, 109.89], [22.11, 109.65], [22.16, 109.45], [22.19, 109.25], [22.15, 109.01], [22.06, 108.82], [21.95, 108.81], [21.95, 108.85], [21.88, 108.93], [21.8, 109.05], [21.76, 109.18], [21.75, 109.3], [21.77, 109.33], [21.75, 109.4], [21.61, 109.58], [21.45, 109.9], [21.35, 110.4], [21.3, 110.9], [21.32, 111.2], [21.35, 111.45], [21.33, 111.83], [21.3, 112.15], [21.33, 112.3], [21.35, 112.35], [21.31, 112.4], [21.25, 112.45], [21.18, 112.54], [20.95, 113.7]]",21,0,21,-1,25.28472222,1000.094907,4.805555556,175.25,52.2,4878019.0,151608000000.0,0.0,0.0,0.0,0.0,70.35781897,,25.0,5013.505,0.08942518,4869.0,88.66,9.130645945,2061.162284,49889999.63,72.061,15.75742107,136.3837807,1.79,61.575,Low_Middle,180000,1280400000,1262645000,1303720000,1337705000,1371220000,1439323776.0,107874160.0,23586716.0,11073808.0,156.0,2000,1262645000.0,Population_2000,109391059.61216335,23918386.53493262,11229525.134301407
457,2002258N10300,ISIDORE,USA,2002,NAm,GM,TS,"['2002-09-26 03:00:00', '2002-09-26 06:00:00', '2002-09-26 09:00:00', '2002-09-26 12:00:00', '2002-09-26 15:00:00', '2002-09-26 18:00:00', '2002-09-26 21:00:00', '2002-09-27 00:00:00', '2002-09-27 03:00:00', '2002-09-27 06:00:00', '2002-09-27 09:00:00', '2002-09-27 12:00:00', '2002-09-27 15:00:00', '2002-09-26 00:00:00']","[[28.32, -90.32], [29.1, -90.3], [29.51, -90.11], [30.0, -89.9], [31.11, -89.88], [32.2, -89.8], [32.61, -89.57], [33.0, -89.0], [33.75, -87.95], [35.0, -86.5], [37.07, -84.79], [39.1, -82.9], [40.28, -81.14], [27.5, -90.3]]",21,0,21,-1,36.57142857,990.2857142999999,23.57142857,25.42857143,83.2,16628591.0,3452600000000.0,1810291.0,405159000000.0,0.0,0.0,70.35781897,300000.0,1.0,29554.683999999997,0.60139725,5546.8,94.09,1.74169525,45087.36728,0.0,76.93658537,49.35962707,31.39354993,4.76279808,20.590999999999998,High,13200,287625193,282162411,295516599,309321666,320635163,331002651.0,47828548.0,3787243.25,801191.875,840.0,2000,282162411.0,Population_2000,48754528.64417778,3860565.859423413,816703.2839711129
458,2002258N10300,ISIDORE,CUB,2002,NAm,CS,TS,"['2002-09-20 00:00:00', '2002-09-20 03:00:00', '2002-09-20 06:00:00', '2002-09-20 09:00:00', '2002-09-20 12:00:00', '2002-09-20 15:00:00', '2002-09-20 18:00:00', '2002-09-20 21:00:00', '2002-09-21 00:00:00', '2002-09-21 03:00:00', '2002-09-21 06:00:00', '2002-09-21 09:00:00']","[[20.7, -82.3], [20.89, -82.66], [21.1, -83.0], [21.31, -83.27], [21.5, -83.5], [21.65, -83.78], [21.8, -84.0], [22.0, -84.1], [22.1, -84.3], [22.23, -84.67], [22.3, -85.1], [22.17, -85.49]]",9,1,8,1,81.75,966.3333332999998,6.5,295.9166667,91.7,1874751.0,18951069126.0,503581.0,5185326135.0,0.0,0.0,70.35781897,23000.0,,40.22,0.33911771,3123.2,116.85,1.424821261,3619.05531,5140000.016,77.105,0.159388895,105.2697716,8.14,24.215,High_Middle,42500,11199651,11126430,11261582,11225832,11324781,11326616.0,2426889.25,294269.625,50747.00390625,192.0,2000,11126430.0,Population_2000,2442860.1641004123,296206.1595588949,51080.96065365411
