SID;NAME;ISO;YEAR;BASIN;SUB BASIN;NATURE;ISO_TIME;COORDS;TOTAL_HRS;DAY_HRS;NIGHT_HRS;USA_SSHS;WIND_CALC_MEAN;PRES_CALC_MEAN;STORM_SPD_MEAN;STORM_DR_MEAN;V_LAND_KN;34KN_POP;34KN_ASSETS;64KN_POP;64KN_ASSETS;96KN_POP;96KN_ASSETS;CPI;TOTAL_DAMAGE_(000$);TOTAL_DEATHS;Air transport, freight (million ton-km);Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP growth (annual %);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Mobile cellular subscriptions (per 100 people);Population density (people per sq. km of land area);Adjusted savings: education expenditure (% of GNI);Rural population (% of total population);Income_level_Final;TOTAL_AFFECTED;Population, total;Population_2000;Population_2005;Population_2010;Population_2015;
2012010S24049;DANDO;ZAF;2012;SI;SI;NR;['2012-01-17 06:00:00', '2012-01-17 09:00:00', '2012-01-17 12:00:00', '2012-01-17 15:00:00', '2012-01-17 18:00:00', '2012-01-17 21:00:00', '2012-01-18 00:00:00', '2012-01-18 03:00:00', '2012-01-18 06:00:00', '2012-01-18 09:00:00'];[[-23.1, 32.4], [-23.2, 31.94], [-23.4, 31.5], [-23.53, 31.18], [-23.6, 30.9], [-23.59, 30.57], [-23.5, 30.2], [-23.35, 29.82], [-23.2, 29.4], [-23.13, 28.92]];3;1;2;-1;;992;7.6;270.7;118.79;;;;;;;89.80529293;;;1174.666806;0.236590052;4243.5;119.47;2.213354808;7500.041067;19632125.53;60.06;129.4540207;43.55324419;6.25;36.728;High_Middle;1350;52834005;44967708;47880601;51216964;55386367;
2012010S24049;DANDO;MOZ;2012;SI;SI;NR;['2012-01-16 06:00:00', '2012-01-16 09:00:00', '2012-01-16 12:00:00', '2012-01-16 15:00:00', '2012-01-16 18:00:00', '2012-01-16 21:00:00', '2012-01-17 00:00:00', '2012-01-17 03:00:00', '2012-01-16 00:00:00', '2012-01-16 03:00:00'];[[-25.1, 35.0], [-24.78, 34.53], [-24.5, 34.2], [-24.18, 33.99], [-23.9, 33.8], [-23.74, 33.53], [-23.6, 33.2], [-23.3, 32.82], [-26.0, 36.3], [-25.54, 35.62]];21;0;21;-1;41.8;993.6;9.4;310.4;118.79;;;;;;;89.80529293;;20;4.922380237;0.227248522;1191.6;158.62;7.258439253;513.7390872;41763460.31;53.931;35.41449138;31.61658231;5.01;67.154;Low;40000;24862648;17711927;20493925;23531574;27042002;
2012018S16041;FUNSO;MOZ;2012;SI;SI;TS;['2012-01-17 12:00:00', '2012-01-17 15:00:00', '2012-01-17 18:00:00', '2012-01-17 21:00:00', '2012-01-18 00:00:00', '2012-01-18 03:00:00', '2012-01-20 21:00:00', '2012-01-21 00:00:00', '2012-01-21 03:00:00', '2012-01-21 06:00:00', '2012-01-21 09:00:00', '2012-01-21 12:00:00', '2012-01-21 15:00:00', '2012-01-21 18:00:00', '2012-01-21 21:00:00', '2012-01-22 00:00:00', '2012-01-22 03:00:00', '2012-01-22 06:00:00', '2012-01-22 09:00:00', '2012-01-22 12:00:00', '2012-01-22 15:00:00', '2012-01-22 18:00:00', '2012-01-22 21:00:00', '2012-01-18 06:00:00', '2012-01-18 09:00:00', '2012-01-18 12:00:00', '2012-01-18 15:00:00', '2012-01-18 18:00:00', '2012-01-18 21:00:00', '2012-01-19 00:00:00', '2012-01-19 03:00:00', '2012-01-19 06:00:00', '2012-01-19 09:00:00', '2012-01-19 12:00:00', '2012-01-19 15:00:00', '2012-01-19 18:00:00', '2012-01-19 21:00:00', '2012-01-20 00:00:00', '2012-01-20 03:00:00', '2012-01-20 06:00:00', '2012-01-20 09:00:00', '2012-01-20 12:00:00', '2012-01-20 15:00:00', '2012-01-20 18:00:00', '2012-01-23 00:00:00', '2012-01-23 03:00:00', '2012-01-23 06:00:00', '2012-01-23 09:00:00', '2012-01-23 12:00:00'];[[-16.0, 41.0], [-16.05, 41.02], [-16.1, 41.0], [-16.14, 40.94], [-16.2, 40.9], [-16.29, 40.96], [-18.21, 37.85], [-18.1, 37.7], [-18.04, 37.69], [-18.0, 37.75], [-17.97, 37.79], [-17.95, 37.85], [-17.93, 37.92], [-17.9, 38.0], [-17.82, 38.1], [-17.75, 38.2], [-17.71, 38.3], [-17.7, 38.4], [-17.69, 38.52], [-17.7, 38.65], [-17.71, 38.8], [-17.75, 38.95], [-17.86, 39.06], [-16.46, 41.16], [-16.63, 41.35], [-16.79, 41.46], [-16.93, 41.45], [-17.1, 41.4], [-17.34, 41.36], [-17.55, 41.25], [-17.58, 40.98], [-17.6, 40.7], [-17.79, 40.58], [-18.0, 40.45], [-18.1, 40.2], [-18.15, 39.9], [-18.18, 39.6], [-18.2, 39.3], [-18.23, 38.98], [-18.25, 38.7], [-18.28, 38.47], [-18.3, 38.3], [-18.32, 38.17], [-18.3, 38.05], [-18.0, 39.15], [-18.14, 39.23], [-18.3, 39.3], [-18.48, 39.36], [-18.7, 39.4]];0;0;0;2;59.1122449;977.744898;3.204081633;170.4285714;95;3314315;970481888;509436;134153766;0;0;89.80529293;;10;4.922380237;0.227248522;1191.6;158.62;7.258439253;513.7390872;41763460.31;53.931;35.41449138;31.61658231;5.01;67.154;Low;65000;24862648;17711927;20493925;23531574;27042002;
2012039S14075;GIOVANNA;MDG;2012;SI;SI;TS;['2012-02-13 21:00:00', '2012-02-14 00:00:00', '2012-02-14 03:00:00', '2012-02-14 06:00:00', '2012-02-14 09:00:00', '2012-02-14 12:00:00', '2012-02-14 15:00:00', '2012-02-14 18:00:00', '2012-02-14 21:00:00', '2012-02-15 00:00:00', '2012-02-15 03:00:00', '2012-02-15 06:00:00', '2012-02-18 18:00:00', '2012-02-19 00:00:00', '2012-02-13 15:00:00', '2012-02-13 18:00:00', '2012-02-15 09:00:00', '2012-02-15 12:00:00', '2012-02-16 21:00:00', '2012-02-17 00:00:00', '2012-02-17 03:00:00', '2012-02-17 06:00:00', '2012-02-17 09:00:00', '2012-02-17 12:00:00', '2012-02-17 15:00:00', '2012-02-17 18:00:00', '2012-02-17 21:00:00', '2012-02-18 00:00:00', '2012-02-18 03:00:00', '2012-02-18 06:00:00', '2012-02-18 09:00:00', '2012-02-18 12:00:00', '2012-02-18 15:00:00', '2012-02-18 21:00:00', '2012-02-19 03:00:00'];[[-19.05, 49.38], [-19.0, 48.7], [-18.96, 48.03], [-19.0, 47.25], [-19.18, 46.19], [-19.5, 45.2], [-19.9, 44.65], [-20.4, 44.25], [-20.98, 43.69], [-21.55, 43.15], [-21.95, 42.76], [-22.35, 42.4], [-26.35, 45.95], [-25.95, 47.4], [-18.91, 50.73], [-19.05, 50.05], [-22.92, 41.95], [-23.45, 41.55], [-25.32, 42.12], [-25.35, 42.3], [-25.49, 42.47], [-25.65, 42.6], [-25.75, 42.66], [-25.85, 42.7], [-26.0, 42.76], [-26.15, 42.85], [-26.24, 43.0], [-26.3, 43.2], [-26.35, 43.37], [-26.4, 43.65], [-26.47, 44.11], [-26.5, 44.7], [-26.46, 45.29], [-26.15, 46.64], [-25.86, 48.25]];6;0;6;0;53.64285714;979.0857143;10.08571429;170.6857143;116.1;11302967;3282295042;4830505;1191215959;248593;97780151;89.80529293;100000;35;24.97688;0.156623092;3348.9;126.8;3.011148115;467.4358012;37500783.89;64.28;39.28374931;38.40981961;2.69;66.773;Low;250284;22346641;15766806;18336724;21151640;24234088;
2012056S13057;IRINA;MOZ;2012;SI;SI;TS;['2012-03-03 15:00:00', '2012-03-11 12:00:00', '2012-03-11 15:00:00', '2012-03-11 18:00:00', '2012-03-11 21:00:00', '2012-03-12 00:00:00', '2012-03-12 03:00:00', '2012-03-03 06:00:00', '2012-03-03 09:00:00', '2012-03-03 12:00:00', '2012-03-03 18:00:00', '2012-03-03 21:00:00', '2012-03-04 00:00:00', '2012-03-04 03:00:00', '2012-03-04 06:00:00', '2012-03-04 09:00:00', '2012-03-11 06:00:00', '2012-03-11 09:00:00'];[[-25.64, 34.89], [-25.1, 35.5], [-24.55, 35.56], [-24.1, 35.5], [-23.76, 35.26], [-23.5, 35.0], [-23.25, 34.9], [-25.45, 36.35], [-25.47, 35.74], [-25.5, 35.25], [-25.8, 34.65], [-25.89, 34.45], [-26.0, 34.3], [-26.14, 34.14], [-26.4, 34.05], [-26.84, 34.06], [-26.4, 35.2], [-25.77, 35.31]];18;0;18;0;36.80769231;996.8529412;8;223.5555556;35;;;;;;;89.80529293;;3;4.922380237;0.227248522;1191.6;158.62;7.258439253;513.7390872;41763460.31;53.931;35.41449138;31.61658231;5.01;67.154;Low;4958;24862648;17711927;20493925;23531574;27042002;
2012056S13057;IRINA;MDG;2012;SI;SI;TS;['2012-02-26 15:00:00', '2012-02-26 18:00:00', '2012-02-26 21:00:00', '2012-02-27 00:00:00', '2012-02-27 03:00:00', '2012-02-27 06:00:00', '2012-02-27 09:00:00', '2012-02-27 12:00:00', '2012-02-27 15:00:00', '2012-02-27 18:00:00', '2012-02-27 21:00:00', '2012-02-28 00:00:00', '2012-02-28 03:00:00', '2012-02-28 06:00:00', '2012-02-28 09:00:00', '2012-02-28 12:00:00', '2012-02-28 15:00:00', '2012-02-28 18:00:00', '2012-02-28 21:00:00', '2012-02-29 00:00:00', '2012-02-29 03:00:00', '2012-02-29 06:00:00', '2012-02-29 09:00:00', '2012-02-29 12:00:00', '2012-02-29 15:00:00', '2012-02-29 18:00:00', '2012-02-29 21:00:00', '2012-03-01 00:00:00', '2012-03-01 03:00:00', '2012-03-01 06:00:00', '2012-03-01 09:00:00', '2012-03-01 12:00:00', '2012-03-01 15:00:00', '2012-03-01 18:00:00', '2012-03-01 21:00:00', '2012-03-02 00:00:00', '2012-02-26 09:00:00', '2012-02-26 12:00:00', '2012-03-02 03:00:00'];[[-13.59, 50.4], [-13.9, 49.8], [-14.09, 49.17], [-14.25, 48.55], [-14.48, 47.95], [-14.75, 47.4], [-15.06, 46.9], [-15.35, 46.45], [-15.57, 46.03], [-15.7, 45.65], [-15.71, 45.27], [-15.7, 44.95], [-15.76, 44.7], [-15.85, 44.5], [-15.92, 44.32], [-16.0, 44.15], [-16.08, 43.92], [-16.15, 43.75], [-16.22, 43.73], [-16.25, 43.75], [-16.21, 43.67], [-16.15, 43.6], [-16.04, 43.59], [-16.05, 43.65], [-16.33, 43.77], [-16.6, 43.7], [-16.83, 43.72], [-17.15, 43.8], [-17.6, 43.9], [-18.2, 43.95], [-18.93, 43.9], [-19.7, 43.75], [-20.37, 43.57], [-21.0, 43.3], [-21.63, 42.92], [-22.25, 42.45], [-13.0, 51.61], [-13.27, 51.01], [-22.91, 41.98]];12;0;12;-1;35.47435897;992.5512821;8.666666667;218.4102564;84.5;1367090;496371049;287102;99032041;0;0;89.80529293;;77;24.97688;0.156623092;3348.9;126.8;3.011148115;467.4358012;37500783.89;64.28;39.28374931;38.40981961;2.69;66.773;Low;85015;22346641;15766806;18336724;21151640;24234088;
2012166N09269;CARLOTTA;MEX;2012;EP;EP;TS;['2012-06-15 21:00:00', '2012-06-16 00:00:00', '2012-06-16 01:00:00', '2012-06-16 03:00:00', '2012-06-16 06:00:00', '2012-06-16 09:00:00', '2012-06-16 12:00:00', '2012-06-16 15:00:00', '2012-06-16 18:00:00', '2012-06-16 21:00:00', '2012-06-17 00:00:00', '2012-06-17 03:00:00', '2012-06-15 18:00:00'];[[14.9, -96.3], [15.6, -96.7], [15.8, -96.9], [16.12, -97.3], [16.5, -97.9], [16.9, -98.5], [17.3, -99.0], [17.55, -99.35], [17.7, -99.6], [17.88, -99.88], [18.0, -100.1], [18.03, -100.23], [14.4, -96.1]];21;0;21;-1;53.92307692;990.7692308;10.15384615;308.4615385;89.3;5968518;1.01584E+11;1472884;24335105337;0;0;89.80529293;555000;7;763.8862606;0.197400698;3453.1;112.52;3.642322679;9690.869065;10067305.16;74.966;85.89038906;60.32776306;5.002434693;21.595;High_Middle;87000;117274155;98899845;106005203;114092963;121858258;
2012176N26272;DEBBY;USA;2012;NAm;GM;TS;['2012-06-25 15:00:00', '2012-06-25 18:00:00', '2012-06-25 21:00:00', '2012-06-26 00:00:00', '2012-06-26 03:00:00', '2012-06-26 06:00:00', '2012-06-26 09:00:00', '2012-06-26 15:00:00', '2012-06-26 18:00:00', '2012-06-26 21:00:00', '2012-06-27 00:00:00', '2012-06-27 03:00:00', '2012-06-27 06:00:00', '2012-06-27 09:00:00', '2012-06-24 21:00:00', '2012-06-25 00:00:00', '2012-06-25 03:00:00', '2012-06-25 06:00:00', '2012-06-25 09:00:00', '2012-06-25 12:00:00', '2012-06-26 12:00:00'];[[28.91, -85.46], [29.0, -85.3], [29.02, -85.15], [29.0, -85.0], [28.95, -84.86], [28.9, -84.7], [28.87, -84.52], [29.04, -84.05], [29.2, -83.7], [29.3, -83.2], [29.4, -82.7], [29.47, -82.12], [29.5, -81.5], [29.51, -80.89], [28.16, -86.13], [28.3, -86.0], [28.46, -85.89], [28.6, -85.8], [28.71, -85.71], [28.8, -85.6], [28.9, -84.3]];21;0;21;0;39.61904762;993.2380952;5.238095238;69.95238095;47.5;3880244;7.52729E+11;0;0;0;0;89.80529293;210000;9;39111.34038;0.494170885;5911.9;107.97;2.249545852;49596.42192;0;78.74146341;97.06859919;34.31286833;4.502001669;18.881;High;17001;313830990;282162411;295516599;309321666;320635163;
2012201N15129;VICENTE;VNM;2012;WP;WP;TS;['2012-07-24 21:00:00', '2012-07-25 00:00:00', '2012-07-25 03:00:00'];[[22.91, 106.51], [22.77, 105.88], [22.52, 105.3]];6;0;6;-3;21.55555556;996.25;12;253.3333333;116.1;;;;;;;89.80529293;;10;503.5503227;0.071281988;5462;131.57;5.247367156;1443.492615;38663336.64;74.958;146.6268374;289.6200439;4.586642308;68.248;Low_Middle;3;89802487;79910412;83832661;87967651;92677076;
2012201N15129;VICENTE;CHN;2012;WP;WP;TS;['2012-07-23 15:00:00', '2012-07-23 18:00:00', '2012-07-23 21:00:00', '2012-07-24 00:00:00', '2012-07-24 03:00:00', '2012-07-24 06:00:00', '2012-07-24 09:00:00', '2012-07-24 12:00:00', '2012-07-24 15:00:00', '2012-07-24 18:00:00'];[[21.35, 113.82], [21.7, 113.35], [22.03, 112.83], [22.35, 112.2], [22.66, 111.44], [22.9, 110.6], [23.04, 109.78], [23.1, 108.95], [23.1, 108.07], [23.03, 107.22]];3;3;0;0;58.90833333;974.475;14.1;286.7;116.1;;;;;;;89.80529293;329000;8;15568.753;0.078418888;5825.2;127.7;7.859627493;5325.160106;58384354.27;75.013;80.34603793;143.8713898;1.79;48.235;High_Middle;58500;1350695000;1262645000;1303720000;1337705000;1371220000;
2012209N11131;SAOLA;CHN;2012;WP;WP;TS;['2012-08-02 18:00:00', '2012-08-02 21:00:00', '2012-08-03 00:00:00', '2012-08-03 03:00:00', '2012-08-03 06:00:00', '2012-08-03 09:00:00', '2012-08-03 12:00:00', '2012-08-03 15:00:00', '2012-08-03 18:00:00', '2012-08-03 21:00:00', '2012-08-04 00:00:00', '2012-08-04 03:00:00', '2012-08-04 06:00:00', '2012-08-04 09:00:00', '2012-08-04 12:00:00', '2012-08-04 15:00:00', '2012-08-04 18:00:00', '2012-08-04 21:00:00'];[[26.27, 120.65], [26.58, 120.34], [26.88, 119.92], [27.17, 119.27], [27.43, 118.55], [27.61, 117.88], [27.7, 117.29], [27.75, 116.85], [27.72, 116.53], [27.69, 116.18], [27.65, 115.8], [27.55, 115.44], [27.4, 115.0], [27.23, 114.35], [27.0, 113.65], [26.68, 113.05], [26.3, 112.5], [25.9, 111.99]];3;2;1;-1;30.27777778;992.6064815;10.05555556;268.2222222;48.5;3886759;92200633534;0;0;0;0;89.80529293;124000;34;15568.753;0.078418888;5825.2;127.7;7.859627493;5325.160106;58384354.27;75.013;80.34603793;143.8713898;1.79;48.235;High_Middle;232170;1350695000;1262645000;1303720000;1337705000;1371220000;
2012209N25149;DAMREY;CHN;2012;WP;WP;TS;['2012-08-02 09:00:00', '2012-08-02 12:00:00', '2012-08-02 15:00:00', '2012-08-02 18:00:00', '2012-08-02 21:00:00', '2012-08-03 00:00:00', '2012-08-03 03:00:00', '2012-08-03 06:00:00', '2012-08-03 09:00:00', '2012-08-03 12:00:00', '2012-08-03 15:00:00', '2012-08-03 18:00:00', '2012-08-03 21:00:00', '2012-08-02 03:00:00', '2012-08-02 06:00:00'];[[34.16, 121.21], [34.42, 120.4], [34.62, 119.75], [34.86, 119.22], [35.31, 118.68], [35.86, 118.22], [36.43, 117.91], [36.93, 117.8], [37.28, 117.84], [37.6, 118.01], [38.03, 118.18], [38.51, 118.44], [39.03, 118.93], [33.3, 123.25], [33.8, 122.17]];21;0;21;-1;49.07222222;984.3944444;12.46666667;217;67.3;47117990;1.00905E+12;372672;6080124847;0;0;89.80529293;600000;15;15568.753;0.078418888;5825.2;127.7;7.859627493;5325.160106;58384354.27;75.013;80.34603793;143.8713898;1.79;48.235;High_Middle;3790000;1350695000;1262645000;1303720000;1337705000;1371220000;
2012215N23146;HAIKUI;CHN;2012;WP;WP;TS;['2012-08-07 15:00:00', '2012-08-07 18:00:00', '2012-08-07 21:00:00', '2012-08-08 00:00:00', '2012-08-08 03:00:00', '2012-08-08 06:00:00', '2012-08-08 09:00:00', '2012-08-08 12:00:00', '2012-08-08 15:00:00', '2012-08-08 18:00:00', '2012-08-08 21:00:00', '2012-08-09 00:00:00', '2012-08-09 03:00:00', '2012-08-09 06:00:00', '2012-08-09 09:00:00', '2012-08-09 12:00:00', '2012-08-09 15:00:00', '2012-08-09 18:00:00', '2012-08-09 21:00:00', '2012-08-10 00:00:00', '2012-08-10 03:00:00', '2012-08-10 06:00:00', '2012-08-10 09:00:00', '2012-08-10 12:00:00', '2012-08-10 15:00:00', '2012-08-10 18:00:00', '2012-08-10 21:00:00', '2012-08-11 00:00:00', '2012-08-11 03:00:00', '2012-08-07 06:00:00', '2012-08-07 09:00:00', '2012-08-07 12:00:00'];[[28.51, 122.62], [28.85, 122.25], [29.11, 121.83], [29.38, 121.38], [29.74, 120.9], [30.07, 120.4], [30.27, 119.89], [30.4, 119.4], [30.52, 118.95], [30.6, 118.55], [30.65, 118.2], [30.68, 117.92], [30.71, 117.69], [30.73, 117.53], [30.73, 117.41], [30.73, 117.34], [30.7, 117.24], [30.68, 117.14], [30.73, 117.07], [30.7, 117.0], [30.49, 116.91], [30.25, 116.85], [30.1, 116.85], [30.0, 116.9], [29.93, 116.97], [29.9, 117.05], [29.92, 117.13], [29.95, 117.2], [29.96, 117.23], [27.68, 123.53], [27.9, 123.25], [28.18, 122.95]];21;0;21;-1;40.3046875;987.1015625;4.84375;242.375;72.9;48646952;1.14087E+12;3517842;68070169323;0;0;89.80529293;1500000;3;15568.753;0.078418888;5825.2;127.7;7.859627493;5325.160106;58384354.27;75.013;80.34603793;143.8713898;1.79;48.235;High_Middle;6000007;1350695000;1262645000;1303720000;1337705000;1371220000;
2012225N16133;KAI-TAK;CHN;2012;WP;WP;TS;['2012-08-17 00:00:00', '2012-08-17 03:00:00', '2012-08-17 06:00:00', '2012-08-17 09:00:00', '2012-08-18 09:00:00', '2012-08-16 18:00:00', '2012-08-16 21:00:00'];[[20.7, 111.4], [20.92, 110.66], [21.1, 109.85], [21.21, 108.88], [22.79, 102.91], [20.18, 112.83], [20.44, 112.12]];21;12;9;1;59.25;976.5714286;15.42857143;287;70.19;;;;;;;89.80529293;262000;2;15568.753;0.078418888;5825.2;127.7;7.859627493;5325.160106;58384354.27;75.013;80.34603793;143.8713898;1.79;48.235;High_Middle;107500;1350695000;1262645000;1303720000;1337705000;1371220000;
2012225N16133;KAI-TAK;VNM;2012;WP;WP;TS;['2012-08-17 12:00:00', '2012-08-17 15:00:00', '2012-08-17 18:00:00', '2012-08-17 21:00:00', '2012-08-18 00:00:00', '2012-08-18 03:00:00', '2012-08-18 06:00:00'];[[21.3, 107.95], [21.4, 107.24], [21.53, 106.66], [21.68, 106.01], [21.88, 105.29], [22.14, 104.5], [22.43, 103.71]];18;0;18;0;44.46428571;987.6071429;14.14285714;285.7142857;70.19;;;;;;;89.80529293;6800;17;503.5503227;0.071281988;5462;131.57;5.247367156;1443.492615;38663336.64;74.958;146.6268374;289.6200439;4.586642308;68.248;Low_Middle;60479;89802487;79910412;83832661;87967651;92677076;
2012232N13141;BOLAVEN;PRK;2012;WP;WP;TS;['2012-08-28 09:00:00', '2012-08-28 12:00:00', '2012-08-28 15:00:00', '2012-08-28 06:00:00'];[[37.65, 124.54], [38.77, 124.65], [40.18, 125.1], [36.67, 124.62]];21;0;21;0;53.1875;975.5625;24.25;95.75;70.3;15449230;2032678597;3295371;0;0;0;89.80529293;;59;2.786236959;0.094755726;3922.4;102.4;;;14510878.44;70.454;6.854660433;205.9680425;;39.262;Low;44461;24800612;22929075;23904167;24548836;25183833;
2012234N16315;ISAAC;HTI;2012;NAm;CS;TS;['2012-08-25 03:00:00', '2012-08-25 06:00:00', '2012-08-25 09:00:00', '2012-08-25 12:00:00'];[[17.75, -72.21], [18.3, -72.7], [18.96, -73.28], [19.6, -73.9]];9;4;5;0;53;993.25;15.5;318.25;69.2;10043499;21627033131;3633616;5930991553;0;0;89.80529293;;13;;0.097552125;1077;143.36;2.892240172;701.4459637;20422796.1;61.26;59.45750288;371.9495646;1.461652;50.523;Low;8007;10250930;8463806;9195288;9949322;10695542;
2012234N16315;ISAAC;USA;2012;NAm;GM;TS;['2012-08-26 21:00:00', '2012-08-28 15:00:00', '2012-08-28 18:00:00', '2012-08-28 21:00:00', '2012-08-29 00:00:00', '2012-08-29 03:00:00', '2012-08-29 06:00:00', '2012-08-29 08:00:00', '2012-08-29 09:00:00', '2012-08-29 12:00:00', '2012-08-29 15:00:00', '2012-08-29 18:00:00', '2012-08-29 21:00:00', '2012-08-30 00:00:00', '2012-08-30 03:00:00', '2012-08-30 06:00:00', '2012-08-30 09:00:00', '2012-08-30 12:00:00', '2012-08-30 15:00:00', '2012-08-30 18:00:00', '2012-08-30 21:00:00', '2012-08-31 00:00:00', '2012-08-31 03:00:00', '2012-08-31 06:00:00', '2012-08-31 09:00:00', '2012-08-31 12:00:00', '2012-08-31 15:00:00', '2012-08-31 18:00:00', '2012-08-31 21:00:00', '2012-09-01 00:00:00', '2012-09-01 03:00:00', '2012-08-27 00:00:00', '2012-08-27 03:00:00', '2012-08-28 09:00:00', '2012-08-28 12:00:00'];[[23.91, -82.03], [28.32, -88.56], [28.6, -88.8], [28.78, -89.09], [28.9, -89.4], [29.0, -89.7], [29.1, -90.0], [29.2, -90.2], [29.25, -90.29], [29.4, -90.5], [29.54, -90.66], [29.7, -90.8], [29.89, -90.94], [30.1, -91.1], [30.33, -91.29], [30.6, -91.5], [30.93, -91.69], [31.3, -91.9], [31.68, -92.14], [32.1, -92.4], [32.57, -92.64], [33.1, -92.9], [33.68, -93.2], [34.3, -93.5], [34.95, -93.79], [35.6, -94.0], [36.22, -94.1], [36.8, -94.1], [37.34, -94.05], [37.8, -93.9], [38.14, -93.63], [24.2, -82.6], [24.58, -83.11], [27.7, -87.98], [28.0, -88.3]];15;0;15;0;47.62857143;984.3428571;8.542857143;286.7142857;82.6;5501841;1.22979E+12;2062797;4.01969E+11;0;0;89.80529293;2000000;1;39111.34038;0.494170885;5911.9;107.97;2.249545852;49596.42192;0;78.74146341;97.06859919;34.31286833;4.502001669;18.881;High;60000;313830990;282162411;295516599;309321666;320635163;
2012234N16315;ISAAC;DOM;2012;NAm;CS;TS;['2012-08-24 21:00:00', '2012-08-25 00:00:00', '2012-08-24 15:00:00', '2012-08-24 18:00:00'];[[16.94, -71.49], [17.3, -71.8], [16.12, -70.85], [16.6, -71.2]];21;0;21;0;54.25;992.75;10.5;321;64.4;1425846;39601588265;6422;214965250;0;0;89.80529293;;5;0;0.080556557;3747.7;127.11;2.7173679;5745.424014;2865186.018;72.523;89.96346359;205.5663631;2;24.198;High_Middle;20515;9930911;8471321;9097257;9695121;10281680;
2012234N16315;ISAAC;CUB;2012;NAm;CS;TS;['2012-08-25 15:00:00', '2012-08-25 18:00:00', '2012-08-25 21:00:00', '2012-08-26 00:00:00', '2012-08-26 03:00:00', '2012-08-26 06:00:00', '2012-08-26 09:00:00', '2012-08-26 12:00:00', '2012-08-26 15:00:00', '2012-08-26 18:00:00'];[[20.1, -74.5], [20.8, -75.2], [21.35, -75.93], [21.8, -76.7], [22.27, -77.49], [22.7, -78.3], [23.09, -79.16], [23.4, -80.0], [23.56, -80.74], [23.7, -81.4]];3;3;0;0;51.9;995.4;16.1;298.7;58.1;3760855;29366445434;0;0;0;0;89.80529293;;1;17.1757346;0.278481991;2803.2;102.08;3.014900289;6051.685746;1826741.084;78.446;14.93852238;105.7511164;13.01;23.219;High_Middle;45496;11257101;11126430;11261582;11225832;11324781;
2012254N09135;SANBA;KOR;2012;WP;WP;TS;['2012-09-17 00:00:00', '2012-09-17 03:00:00', '2012-09-17 06:00:00', '2012-09-17 09:00:00', '2012-09-17 12:00:00'];[[34.1, 128.05], [35.1, 128.16], [36.27, 128.45], [37.46, 128.9], [38.63, 129.45]];12;4;8;0;59.2;976.7;23;13.6;100.8;19313739;2.77387E+12;9905520;1.25967E+12;12643;3076938751;89.80529293;349000;;12290.68063;0.030322797;6135.8;99.3;2.292397846;23123.76136;0;80.8195122;107.1189423;515.8755832;4.11;18.149;High;3120;50199853;47008111;48184561;49554112;51014947;
2012254N09135;SANBA;JPN;2012;WP;WP;TS;['2012-09-16 18:00:00', '2012-09-16 21:00:00'];[[32.25, 127.88], [33.12, 127.92]];3;2;1;2;86.375;950.5;18;4;112.7;1943452;2.2537E+11;1163089;1.01232E+11;12288;2373137894;89.80529293;31000;;7045.781;0.033268301;6134.3;97.4;1.495089586;45276.87434;0;83.09609756;109.8935958;350.0905201;3.197729454;8.852;High;25250;127629000;126843000;127773000;128070000;127141000;
2012263N15141;JELAWAT;JPN;2012;WP;WP;TS;['2012-09-30 03:00:00', '2012-09-30 06:00:00', '2012-09-30 08:00:00', '2012-09-30 09:00:00', '2012-09-30 10:00:00', '2012-09-30 12:00:00', '2012-09-30 15:00:00', '2012-09-30 18:00:00', '2012-09-30 21:00:00', '2012-09-30 00:00:00', '2012-10-01 00:00:00', '2012-10-01 06:00:00', '2012-10-01 09:00:00'];[[32.56, 134.88], [33.45, 135.8], [34.06, 136.57], [34.38, 136.97], [34.75, 137.38], [35.6, 138.25], [37.17, 139.52], [39.0, 141.0], [40.44, 142.78], [31.65, 134.15], [41.69, 144.51], [43.86, 148.97], [45.13, 151.79]];6;1;5;0;60.52083333;978.0961538;34.23076923;43.69230769;111.5;60367657;7.04115E+12;21279443;2.35768E+12;1087375;92831096148;89.80529293;27400;2;7045.781;0.033268301;6134.3;97.4;1.495089586;45276.87434;0;83.09609756;109.8935958;350.0905201;3.197729454;8.852;High;18225;127629000;126843000;127773000;128070000;127141000;
2012273N13112;GAEMI;PHL;2012;WP;WP;TS;['2012-10-03 12:00:00', '2012-10-03 15:00:00', '2012-10-03 18:00:00', '2012-10-03 21:00:00', '2012-10-04 00:00:00', '2012-10-04 03:00:00', '2012-10-04 06:00:00'];[[15.28, 117.97], [15.22, 118.07], [15.15, 118.15], [15.08, 118.26], [15.0, 118.33], [14.92, 118.29], [14.82, 118.2]];18;0;18;0;46.35714286;988.9642857;2.142857143;158.4285714;55;;;;;;;89.80529293;;;533.2836147;0.057399944;3492.6;120.59;6.683818881;2270.525865;25688030.84;70.149;104.9023479;326.0309152;1.84;54.288;Low_Middle;322;97212638;77991755;86326250;93966780;102113212;
