Year;Country Code;Country Name;Arable land (hectares per person);Cereal yield (kg per hectare);Food production index (2004-2006 = 100);GDP per capita (constant 2010 US$);Net flows from UN agencies US$;Life expectancy at birth, total (years);Adjusted savings: education expenditure (% of GNI);Income_level_Final
2008;IRN;Iran, Islamic Rep.;0.215541733;1720.9;88.67;6319.770516;7730000.048;73.027;3.86;High_Middle
2009;IRN;Iran, Islamic Rep.;0.213452654;1997.2;99.24;6313.036878;6550000.057;73.457;4.04;High_Middle
2010;IRN;Iran, Islamic Rep.;0.208642549;2173.5;103.18;6603.212269;9210000.009;73.905;4.11;High_Middle
2011;IRN;Iran, Islamic Rep.;0.203845501;1713.7;102.61;6698.684962;7730000.02;74.352;3.66545007;High_Middle
2012;IRN;Iran, Islamic Rep.;0.199073702;1745.4;105.9;6125.72662;6044151.768;74.776;3.22090014;High_Middle
2013;IRN;Iran, Islamic Rep.;0.192032255;1847.1;110.11;6038.529835;8072404.131;75.162;3.16;High_Middle
2014;IRN;Iran, Islamic Rep.;0.189593458;2051.5;113.86;6236.289411;6853274.107;75.502;2.86;High_Middle
2015;IRN;Iran, Islamic Rep.;0.187114098;2230.9;112.41;6073.453701;6736939.564;75.796;2.673065495;High_Middle
2016;IRN;Iran, Islamic Rep.;0.184593498;2653.4;113.29;6794.293215;21799064.78;76.047;3.219788243;High_Middle
2017;IRN;Iran, Islamic Rep.;0.188534576;2317.1;112.6266532;6952.443584;4856624.558;76.271;3.621097011;High_Middle
2018;IRN;Iran, Islamic Rep.;0.186550069;2363.407367;112.9472598;6469.199093;13173571;75.89868047;3.02793182;High_Middle
2019;IRN;Iran, Islamic Rep.;0.185423179;2437.615111;113.081661;6738.531578;0;76.09023521;3.295178255;High_Middle
1949;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1950;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1951;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1952;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1953;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1954;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1955;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1956;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1957;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1958;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1959;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1960;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;64.77;2.5783036;Low
1961;JAM;Jamaica;0.100540679;868.3;69.93;3796.219401;0;65.133;2.5783036;Low
1962;JAM;Jamaica;0.099015748;1042.2;69.72;3796.219401;0;65.465;2.5783036;Low
1963;JAM;Jamaica;0.097437797;1105.7;74.09;3796.219401;0;65.784;2.5783036;Low
1964;JAM;Jamaica;0.095912842;1227.3;76.86;3796.219401;0;66.1;2.5783036;Low
1965;JAM;Jamaica;0.085396562;1244.8;79.46;3796.219401;0;66.42;2.5783036;Low
1966;JAM;Jamaica;0.084245147;1065.8;80.98;3796.219401;0;66.74;2.5783036;Low
1967;JAM;Jamaica;0.085952624;1221.2;79.66;3816.012108;0;67.051;2.5783036;Low
1968;JAM;Jamaica;0.08489062;932.9;74.74;3985.351088;1070000.052;67.349;2.5783036;Low
1969;JAM;Jamaica;0.083799094;1236.4;71.61;4153.420999;1390000.001;67.636;2.5783036;Low
1970;JAM;Jamaica;0.077306863;1368;74.23;4590.035927;1700000.018;67.917;2.5783036;Low
1971;JAM;Jamaica;0.076144424;1282.8;79.71;4632.146917;2089999.981;68.2;2.6;Low
1972;JAM;Jamaica;0.074931528;1106.2;79.42;5379.257078;1640000.029;68.491;3.1;Low
1973;JAM;Jamaica;0.073717294;1158;74.52;5001.79045;1949999.992;68.791;3.1;Low
1974;JAM;Jamaica;0.072561351;1552.6;75.27;4715.136884;2310000.01;69.099;3.9;Low
1975;JAM;Jamaica;0.07149845;1871.1;73.86;4634.169893;2249999.955;69.41;4.4;Low
1976;JAM;Jamaica;0.07054708;1844.4;76.12;4266.412102;1779999.972;69.718;4.6;Low
1977;JAM;Jamaica;0.069683698;2156.8;76.27;4104.732281;1460000.012;70.015;5.3;Low
1978;JAM;Jamaica;0.068853943;1699.7;81.78;4053.677346;1239999.98;70.294;5.7924566;Low
1979;JAM;Jamaica;0.063297519;1560.1;78.14;3960.162555;2760000.072;70.553;5.7924566;Low
1980;JAM;Jamaica;0.062417759;1785.2;75.95;3681.97615;3499999.899;70.793;6.9339972;Low
1981;JAM;Jamaica;0.061449638;1655.2;74.2;3720.543925;3130000.082;71.012;6.6;Low
1982;JAM;Jamaica;0.055952019;1569;71.69;3734.405485;2839999.946;71.217;7.0207829;Low
1983;JAM;Jamaica;0.050622079;1907.9;74.77;3742.576926;5310000.103;71.416;7.1075686;Low
1984;JAM;Jamaica;0.049861991;2041.5;80.96;3629.52551;4369999.994;71.614;6.9;Low
1985;JAM;Jamaica;0.049239781;1856.8;75.9;3478.727164;6020000.014;71.823;5.7;Low
1986;JAM;Jamaica;0.048766814;1359;77.27;3510.173766;7230000.004;72.056;4.9;High_Middle
1987;JAM;Jamaica;0.048413042;1355.8;79.74;3758.271708;6389999.926;72.317;4.6;High_Middle
1988;JAM;Jamaica;0.048129016;1603.1;79.59;3884.711774;6610000.044;72.601;4.1;High_Middle
1989;JAM;Jamaica;0.049927937;1295.7;73.89;4139.030818;11699999.93;72.903;4.5;High_Middle
1990;JAM;Jamaica;0.049175464;1115.7;89.51;4283.588406;9079999.909;73.204;4.3;High_Middle
1991;JAM;Jamaica;0.051653443;1285.1;90.36;4455.071495;5369999.945;73.485;4.2;High_Middle
1992;JAM;Jamaica;0.055260988;1493.5;96.04;4502.1144;4289999.947;73.727;3.3;High_Middle
1993;JAM;Jamaica;0.070031929;1572.8;97.85;4879.42714;8559999.913;73.918;3.2;High_Middle
1994;JAM;Jamaica;0.064167892;1405.8;101.53;4898.698388;4789999.843;74.053;4.3;High_Middle
1995;JAM;Jamaica;0.062359125;1362.3;103.71;4965.001602;11310000.23;74.133;3.5;High_Middle
1996;JAM;Jamaica;0.060579129;1374.5;109.15;4911.04128;3119999.984;74.167;4;High_Middle
1997;JAM;Jamaica;0.058051423;1159.8;102.25;4807.535005;5599999.994;74.172;4.7;High_Middle
1998;JAM;Jamaica;0.055579555;1149.6;100.99;4650.384344;1450000.111;74.164;6.1859381;High_Middle
1999;JAM;Jamaica;0.054317377;1220.5;104.97;4656.620622;1840000.004;74.152;5.8906254;High_Middle
2000;JAM;Jamaica;0.052736636;1146.8;97.62;4658.563132;2360000.037;74.142;5.5953127;High_Middle
2001;JAM;Jamaica;0.05234228;1209.1;101.68;4685.913004;2160000.031;74.139;5.3;High_Middle
2002;JAM;Jamaica;0.050132852;1179.8;100.46;4747.302486;1840000.018;74.14;5.2;High_Middle
2003;JAM;Jamaica;0.049825849;1230.3;105.41;4891.216378;2610000.033;74.142;4.27;High_Middle
2004;JAM;Jamaica;0.048807071;1185.4;102.43;4927.631055;2610000.036;74.146;3.99;High_Middle
2005;JAM;Jamaica;0.046715277;1255.9;96.3;4944.478729;3820000.044;74.148;4.75;High_Middle
2006;JAM;Jamaica;0.046470983;1228.9;101.27;5061.218899;2700000.011;74.143;4.64;High_Middle
2007;JAM;Jamaica;0.045155256;1222.2;100.8;5108.063956;3419999.965;74.129;4.53;High_Middle
2008;JAM;Jamaica;0.043136358;1294.2;95.93;5041.741154;2330000.035;74.103;6.09;High_Middle
2009;JAM;Jamaica;0.042920957;1315.7;98.79;4799.014355;2310000.017;74.071;6.03;High_Middle
2010;JAM;Jamaica;0.042697637;1266.9;97.66;4704.054455;2330000.043;74.038;6.23;High_Middle
2011;JAM;Jamaica;0.042463912;1356.4;101.96;4759.25696;2640000.045;74.012;6.43;High_Middle
2012;JAM;Jamaica;0.042221825;1282.8;103.69;4703.086406;2152154.744;74.001;6.31;High_Middle
2013;JAM;Jamaica;0.04197699;1200.3;102.97;4699.266324;2596459.076;74.01;6.27;High_Middle
2014;JAM;Jamaica;0.041737156;1138.7;102.72;4704.725955;2249183.357;74.042;6.14;High_Middle
2015;JAM;Jamaica;0.041507827;1143.1;101.63;4722.046521;2888571.582;74.098;5.529664704;High_Middle
2016;JAM;Jamaica;0.041290493;1090.1;105.58;4761.940167;2194169.216;74.175;5.438376461;High_Middle
2017;JAM;Jamaica;0.041636175;1162.5;102.7567607;4785.653547;3340575.784;74.267;5.300460903;High_Middle
2018;JAM;Jamaica;0.04146249;1127.076574;103.4572592;4855.262071;3333368.853;74.13899344;5.56045986;High_Middle
2019;JAM;Jamaica;0.041362577;1129.111692;104.4545486;4776.486691;0;74.1985978;5.409670802;High_Middle
1949;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1950;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1951;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1952;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1953;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1954;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1955;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1956;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1957;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1958;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1959;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1960;JPN;Japan;0.059614716;4173.5;67.79;8607.657082;0;67.66609756;2.8678781;Low
1961;JPN;Japan;0.059614716;4173.5;67.79;9396.221214;0;68.31;2.8678781;Low
1962;JPN;Japan;0.058644294;4339.6;72.34;10138.39701;0;68.59487805;2.8678781;Low
1963;JPN;Japan;0.05753419;4224;73.98;10886.16411;0;69.65804878;2.8678781;Low
1964;JPN;Japan;0.056528939;4318.4;76.31;12031.29505;0;70.13243902;2.8678781;Low
1965;JPN;Japan;0.055398805;4398.2;78.85;12595.38937;0;70.20195122;2.8678781;Low
1966;JPN;Japan;0.054644754;4509.3;80.42;13808.69794;0;70.98658537;2.8678781;Low
1967;JPN;Japan;0.053382973;5136.6;86.62;15196.61018;0;71.27658537;2.8678781;High
1968;JPN;Japan;0.052641474;5227.3;90.91;17097.27529;0;71.61121951;2.8678781;High
1969;JPN;Japan;0.050032955;5072.2;90.95;18837.17726;0;71.83878049;2.8678781;High
1970;JPN;Japan;0.049796349;5125.4;91.97;18699.74296;0;71.9502439;2.8678781;High
1971;JPN;Japan;0.048487658;4917;90.12;19328.00904;0;72.88292683;2.7;High
1972;JPN;Japan;0.047178789;5507.2;96;20662.70465;0;73.50658537;2.9;High
1973;JPN;Japan;0.046401244;5748.1;95.98;22138.4314;0;73.75756098;2.9;High
1974;JPN;Japan;0.045187996;5630;97.27;21453.70654;0;74.39390244;2.9;High
1975;JPN;Japan;0.044175451;5933.3;99.96;21765.66916;0;75.05731707;3.4;High
1976;JPN;Japan;0.043637105;5276.2;97.4;22464.08621;0;75.45682927;3.6;High
1977;JPN;Japan;0.04313078;5931.6;105.76;23225.43571;0;75.89829268;3.7;High
1978;JPN;Japan;0.042629115;5897;106.35;24229.62294;0;76.03829268;3.6;High
1979;JPN;Japan;0.042133425;5705.6;108.84;25343.98368;0;76.33756098;3.6;High
1980;JPN;Japan;0.041735884;4843.2;104.32;25854.57502;0;76.09170732;3.5;High
1981;JPN;Japan;0.041318169;5206.9;104.8;26744.55612;0;76.41439024;3.6;High
1982;JPN;Japan;0.040962777;5308.4;108.54;27443.60965;0;76.92292683;3.6;High
1983;JPN;Japan;0.040609094;5300.5;109.06;28217.49821;0;76.96146341;3.5;High
1984;JPN;Japan;0.040293956;5957.7;112.42;29301.36585;0;77.36536585;4.843854;High
1985;JPN;Japan;0.039998675;5847.2;115.12;30646.87862;0;77.6504878;4.3;High
1986;JPN;Japan;0.039673394;5898.9;116.36;31473.99843;0;78.06463415;4.2;High
1987;JPN;Japan;0.039429606;5683.5;116.03;32801.20619;0;78.48365854;4.2;High
1988;JPN;Japan;0.039196496;5469.2;113.82;34877.65523;0;78.39926829;4.1;High
1989;JPN;Japan;0.038922642;5673.7;114.79;36422.60701;0;78.81804878;4;High
1990;JPN;Japan;0.038595724;5846.3;114;38074.46354;0;78.83682927;4.0822806;High
1991;JPN;Japan;0.038250176;5415.6;110.19;39253.64184;0;79.10073171;4.0822806;High
1992;JPN;Japan;0.037946051;5876.7;113.91;39488.39343;0;79.15390244;3.5724805;High
1993;JPN;Japan;0.037619644;4429.4;106.21;39187.03454;0;79.29365854;3.4;High
1994;JPN;Japan;0.037291635;6448.7;112.9;39441.58676;0;79.68707317;3.6;High
1995;JPN;Japan;0.036910371;6003.2;109.66;40368.71228;0;79.53634146;3.5;High
1996;JPN;Japan;0.036594384;6154.5;107.34;41514.89779;0;80.2002439;3.2799471;High
1997;JPN;Japan;0.036245508;6061.5;107.67;41861.75344;0;80.42414634;3.2383795;High
1998;JPN;Japan;0.035878165;5809.5;103.03;41277.06676;0;80.50146341;2.923039639;High
1999;JPN;Japan;0.035560013;5998.9;104.1;41097.9596;0;80.57073171;2.965304023;High
2000;JPN;Japan;0.03527195;6256.6;103.58;42169.73328;0;81.07609756;3.054360372;High
2001;JPN;Japan;0.03495112;6107;101.57;42239.18493;0;81.41707317;3.021511813;High
2002;JPN;Japan;0.034673781;6085.5;102.55;42190.80487;0;81.56341463;3.053696456;High
2003;JPN;Japan;0.03442741;5451;99.22;42744.01128;0;81.76;3.084033083;High
2004;JPN;Japan;0.034274935;5942.3;99.97;43671.67997;0;82.0302439;3.05876668;High
2005;JPN;Japan;0.034123015;6154;101;44393.62638;0;81.92512195;3.000228626;High
2006;JPN;Japan;0.033968433;5852.4;99.03;44995.49449;0;82.32195122;2.936362334;High
2007;JPN;Japan;0.033796611;6062.1;100.64;45687.27381;0;82.50707317;2.945336199;High
2008;JPN;Japan;0.033639693;6262.4;101.2;45165.78792;0;82.58756098;2.934834992;High
2009;JPN;Japan;0.033534562;5919.5;99.76;42724.76037;0;82.93146341;3.005233834;High
2010;JPN;Japan;0.03343484;5853.6;97.4;44507.67639;0;82.84268293;3.075632676;High
2011;JPN;Japan;0.033277792;6012.3;95.79;44538.72619;0;82.59121951;3.101374395;High
2012;JPN;Japan;0.033268301;6134.3;97.4;45276.87434;0;83.09609756;3.197729454;High
2013;JPN;Japan;0.03325356;6105.4;97.02;46249.20959;0;83.33195122;3.126125889;High
2014;JPN;Japan;0.033172004;6080.6;96.87;46484.15527;0;83.58780488;2.986867575;High
2015;JPN;Japan;0.033073517;6091.3;95.79;47102.58088;0;83.79390244;2.969285975;High
2016;JPN;Japan;0.032946306;6083;92.18;47444.14356;0;83.98487805;2.951704374;High
2017;JPN;Japan;0.033119332;6049.2;95.89217175;48438.83458;0;84.0997561;2.951704374;High
2018;JPN;Japan;0.033039593;6081.599195;94.48649015;48919.79894;0;83.86737982;2.965777506;High
2019;JPN;Japan;0.032987243;6070.233107;93.28149046;47933.85202;0;83.99515777;2.95510376;High
1949;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1950;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1951;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1952;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1953;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1954;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1955;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1956;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1957;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1958;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1959;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1960;KOR;Korea, Rep.;0.078903431;3197.2;25.03;944.2924483;0;55.41553659;2.6;Low_Middle
1961;KOR;Korea, Rep.;0.078903431;3197.2;25.03;979.7731906;0;56.01497561;2.6;Low_Middle
1962;KOR;Korea, Rep.;0.075359172;2794.1;23.34;988.7088973;0;56.51231707;2.6;Low_Middle
1963;KOR;Korea, Rep.;0.073729684;2928;26.07;1049.925289;0;56.97060976;2.6;Low_Middle
1964;KOR;Korea, Rep.;0.074720855;3248.8;29.74;1119.574762;0;57.44092683;2.6;Low_Middle
1965;KOR;Korea, Rep.;0.075353582;3036.7;29.98;1169.879632;0;57.96829268;2.6;Low_Middle
1966;KOR;Korea, Rep.;0.074297862;3537;32.61;1277.542589;0;58.57517073;2.6;Low_Middle
1967;KOR;Korea, Rep.;0.072881791;3265.4;30.83;1361.842323;0;59.24146341;2.6;Low_Middle
1968;KOR;Korea, Rep.;0.070496748;3190.6;30.76;1506.09416;1990000.01;59.94460976;2.6;Low_Middle
1969;KOR;Korea, Rep.;0.068348397;3764.8;35.58;1686.492956;5059999.942;60.67502439;2.6;Low_Middle
1970;KOR;Korea, Rep.;0.066778684;3720;35.33;1815.017753;5530000.031;62.16341463;2.6;Low_Middle
1971;KOR;Korea, Rep.;0.064897339;3871.7;36.5;1965.638733;6120000.005;62.61219512;2.9;Low_Middle
1972;KOR;Korea, Rep.;0.062795837;3885;36.59;2067.052048;10210000.07;63.0097561;2.7;Low_Middle
1973;KOR;Korea, Rep.;0.061431277;4056.9;37.99;2331.942994;13059999.82;63.40731707;2.5;Low_Middle
1974;KOR;Korea, Rep.;0.059811602;4077.1;40.44;2509.219499;11539999.6;63.80487805;2.1321984;Low_Middle
1975;KOR;Korea, Rep.;0.058417167;4407.1;46.07;2661.389111;19739999.77;64.15365854;1.6;Low_Middle
1976;KOR;Korea, Rep.;0.057464013;4859.6;51.49;2962.752815;11950000.05;64.50243902;2.5;Low_Middle
1977;KOR;Korea, Rep.;0.056767319;5239.7;55.58;3275.050153;16640000.41;64.9;2.3;Low_Middle
1978;KOR;Korea, Rep.;0.056236025;5667.6;60.07;3573.221447;8479999.839;65.19756098;2.3806545;Low
1979;KOR;Korea, Rep.;0.055123008;5727.9;62.67;3823.002183;9969999.686;65.54634146;2.6;Low
1980;KOR;Korea, Rep.;0.054034523;4055.9;53.4;3699.84991;11040000.17;66.04634146;3;Low
1981;KOR;Korea, Rep.;0.052965598;5173.4;59.81;3904.128014;5390000.031;66.54634146;2.6;Low
1982;KOR;Korea, Rep.;0.052102468;5416.6;61.83;4161.983273;24050000.09;67.09512195;5.4;Low
1983;KOR;Korea, Rep.;0.050914044;5529.1;63.86;4644.143746;3999999.87;67.54634146;3.5;Low
1984;KOR;Korea, Rep.;0.049918383;5715.7;66.55;5066.222107;4160000.045;68.19512195;3.4;Low
1985;KOR;Korea, Rep.;0.049233265;5798.5;69.58;5405.354276;4820000.119;68.79512195;3.4;Low
1986;KOR;Korea, Rep.;0.048624639;5876.2;72.54;5952.549012;5569999.933;69.44634146;3.2;Low
1987;KOR;Korea, Rep.;0.048220051;5585;73.76;6629.041522;5000000.06;69.99756098;3.1;Low
1988;KOR;Korea, Rep.;0.047512271;6142;78.57;7345.926422;3829999.857;70.54878049;2.5;Low
1989;KOR;Korea, Rep.;0.046597051;6086;79.96;7784.941355;5800000.138;71.04878049;2.8;Low
1990;KOR;Korea, Rep.;0.045557095;5853;79.29;8464.93705;4890000.076;71.59756098;2.9;Low
1991;KOR;Korea, Rep.;0.04450788;5639;78.27;9249.388792;4200000.048;72.04634146;2.9;High_Middle
1992;KOR;Korea, Rep.;0.043384878;5937.6;85.96;9719.062004;2869999.975;72.49756098;3.1;High_Middle
1993;KOR;Korea, Rep.;0.042425971;5322.1;86.53;10279.54728;3120000.009;72.99756098;3.2;High_Middle
1994;KOR;Korea, Rep.;0.041329219;5872.1;87.14;11113.5131;2309999.991;73.39756098;3.3;High_Middle
1995;KOR;Korea, Rep.;0.039540513;5765.3;91.91;12055.23129;3859999.895;73.7;3.2;High_Middle
1996;KOR;Korea, Rep.;0.038330856;6403.1;96.7;12847.771;1510000.059;74.15121951;3.3614832;High_Middle
1997;KOR;Korea, Rep.;0.037472597;6602.9;99.1;13481.62617;2159999.967;74.60243902;3.2041161;High_Middle
1998;KOR;Korea, Rep.;0.036900606;6030.7;97.76;12652.35349;2070000.022;75.00487805;2.772796331;High_Middle
1999;KOR;Korea, Rep.;0.036446184;6314.1;102.79;13983.41283;1959999.979;75.4097561;2.8;High_Middle
2000;KOR;Korea, Rep.;0.036546884;6379.5;103.51;15104.52152;1890000.016;75.9097561;2.883333333;High_Middle
2001;KOR;Korea, Rep.;0.035655355;6465.6;103.56;15667.37846;409999.9741;76.41219512;2.966666667;High
2002;KOR;Korea, Rep.;0.035135046;6017.1;100.41;16734.84566;1250000.05;76.76585366;3.05;High
2003;KOR;Korea, Rep.;0.034640202;5786.9;98.43;17136.66157;1570000.06;77.21463415;3.35;High
2004;KOR;Korea, Rep.;0.034378399;6427;99.32;17905.22579;509999.9979;77.66585366;3.61;High
2005;KOR;Korea, Rep.;0.034098059;6302.3;99.9;18568.36281;0;78.16829268;3.42;High
2006;KOR;Korea, Rep.;0.03342397;6299.9;100.78;19427.18984;0;78.66829268;3.73;High
2007;KOR;Korea, Rep.;0.032803629;6035.3;101.47;20385.32004;0;79.1195122;3.7;High
2008;KOR;Korea, Rep.;0.031903156;6630;104.7;20803.50054;0;79.51707317;4;High
2009;KOR;Korea, Rep.;0.031151236;6745.3;107.62;20843.1348;0;79.96829268;3.93;High
2010;KOR;Korea, Rep.;0.0304112;6202.2;101.23;22086.95292;0;80.11707317;4.04247732;High
2011;KOR;Korea, Rep.;0.029797761;6292.7;98.02;22724.70557;0;80.56829268;4.154954639;High
2012;KOR;Korea, Rep.;0.030322797;6135.8;99.3;23123.76136;0;80.8195122;4.11;High
2013;KOR;Korea, Rep.;0.029661568;6479.2;103.61;23685.40671;0;81.27073171;4.562913544;High
2014;KOR;Korea, Rep.;0.029085659;6618.4;106.12;24323.57284;0;81.72195122;4.595769107;High
2015;KOR;Korea, Rep.;0.028707273;6815.3;104.3;24870.7709;0;82.02439024;4.63873508;High
2016;KOR;Korea, Rep.;0.027729152;6793.1;102.84;25484.03759;0;82.27560976;4.63873508;High
2017;KOR;Korea, Rep.;0.02886884;6672.1;104.5800614;26152.03077;0;82.62682927;4.63873508;High
2018;KOR;Korea, Rep.;0.028379929;6756.406973;103.9588394;26761.94138;0;82.14072683;4.631705496;High
2019;KOR;Korea, Rep.;0.02803061;6742.832158;103.3340552;25790.8799;0;82.37125404;4.637850281;High
1949;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1950;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1951;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1952;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1953;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1954;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1955;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1956;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1957;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1958;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1959;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1960;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.204;1.8;Low_Middle
1961;LAO;Lao PDR;0.294884129;884.1;17.6;422.9592419;0;43.511;1.8;Low_Middle
1962;LAO;Lao PDR;0.28814227;877.1;17.17;422.9592419;0;43.817;1.8;Low_Middle
1963;LAO;Lao PDR;0.281522739;877;17.44;422.9592419;0;44.121;1.8;Low_Middle
1964;LAO;Lao PDR;0.275016039;812.5;22.43;422.9592419;0;44.424;1.8;Low_Middle
1965;LAO;Lao PDR;0.268614795;819.5;22.92;422.9592419;0;44.728;1.8;Low_Middle
1966;LAO;Lao PDR;0.26648125;820.8;23.7;422.9592419;0;45.033;1.8;Low
1967;LAO;Lao PDR;0.260320715;855.2;25.39;422.9592419;0;45.34;1.8;Low
1968;LAO;Lao PDR;0.257347707;1188.1;24.58;422.9592419;600000.0238;45.65;1.8;Low_Middle
1969;LAO;Lao PDR;0.251866676;1357.6;27.14;422.9592419;680000.0071;45.962;1.8;Low_Middle
1970;LAO;Lao PDR;0.247356448;1365.7;27.27;422.9592419;780000.0087;46.273;1.8;Low_Middle
1971;LAO;Lao PDR;0.24255457;1229.9;25.37;422.9592419;880000.0027;46.578;1.8;Low
1972;LAO;Lao PDR;0.246405906;1240.6;25.24;422.9592419;1139999.98;46.876;1.8;Low_Middle
1973;LAO;Lao PDR;0.246635565;1338.7;25.98;422.9592419;1309999.967;47.166;1.8;Low
1974;LAO;Lao PDR;0.247411789;1327.9;26.45;422.9592419;1660000.004;47.449;1.8;Low_Middle
1975;LAO;Lao PDR;0.245774562;1343.8;25.85;422.9592419;3279999.962;47.722;1.8;Low_Middle
