,SID,NAME,SEASON,COUNTRY,pop_max_34,pop_max_50,pop_max_64
73,1990327S07175,SINA,1991,Brazil,637662.3125,444522.84375,701744.0625
74,1990327S07175,SINA,1991,Chile,0.0,3289.10107421875,1393.82275390625
75,1990327S07175,SINA,1991,Fiji,662676.4375,629565.4375,369640.625
76,1990327S07175,SINA,1991,Madagascar,546627.625,14720.916015625,360130.03125
77,1990327S07175,SINA,1991,Mozambique,791148.625,11032.99609375,185221.4375
78,1990327S07175,SINA,1991,Namibia,389720.375,505.25970458984375,32920.56640625
79,1990327S07175,SINA,1991,New Caledonia,325.88970947265625,0.0,0.0
80,1990327S07175,SINA,1991,Paraguay,0.0,292.4327392578125,491.5992736816406
81,1990327S07175,SINA,1991,Peru,39920.6328125,0.0,0.0
82,1990327S07175,SINA,1991,Zambia,170015.359375,0.0,0.0
83,1990327S07175,SINA,1991,Zimbabwe,887633.0,31721.576171875,190888.6875
84,1992286N12115,ANGELA,1992,Cambodia,11257731.0,9333368.0,4840394.5
85,1992286N12115,ANGELA,1992,Laos,222774.328125,0.0,0.0
86,1992286N12115,ANGELA,1992,Philippines,34913.6875,0.0,0.0
87,1992286N12115,ANGELA,1992,Thailand,343087.3125,0.0,0.0
88,1992286N12115,ANGELA,1992,Vietnam,43577864.0,19824028.0,11265829.0
89,1992338S04173,JONI,1993,Angola,15811291.0,3786920.5,1081657.375
90,1992338S04173,JONI,1993,Australia,127265.96875,2617.833984375,5364.4794921875
91,1992338S04173,JONI,1993,Bolivia,303007.1875,204509.640625,110110.640625
92,1992338S04173,JONI,1993,Brazil,20105794.0,11214089.0,3067752.75
93,1992338S04173,JONI,1993,Dem. Rep. Congo,8970799.0,4607964.5,1500037.5
94,1992338S04173,JONI,1993,Fiji,661296.875,375138.125,198546.8125
95,1992338S04173,JONI,1993,Indonesia,7085303.5,2186473.25,392245.78125
96,1992338S04173,JONI,1993,Madagascar,237608.59375,0.0,0.0
97,1992338S04173,JONI,1993,Malawi,3143485.0,1769413.125,353007.125
98,1992338S04173,JONI,1993,Mozambique,1265113.0,575455.375,268248.0
99,1992338S04173,JONI,1993,Papua New Guinea,826268.375,615466.0625,42136.17578125
100,1992338S04173,JONI,1993,Peru,15300881.0,2753845.0,764204.3125
101,1992338S04173,JONI,1993,Solomon Is.,305067.84375,230749.0,3023.1787109375
102,1992338S04173,JONI,1993,Tanzania,8043657.5,4593632.5,1455594.5
103,1992338S04173,JONI,1993,Timor-Leste,1120644.875,49381.046875,0.0
104,1992338S04173,JONI,1993,Zambia,5989841.0,2749654.5,739161.6875
105,1994186N09139,TIM,1994,China,324579936.0,178246224.0,98516600.0
106,1994186N09139,TIM,1994,Taiwan,19987572.0,19985914.0,6064297.5
107,1994210N16144,CAITLIN,1994,China,113741032.0,55541596.0,31803014.0
108,1994210N16144,CAITLIN,1994,Taiwan,13884444.0,9628869.0,4114268.25
109,1995154N17276,ALLISON,1995,Canada,850680.8125,480985.40625,85273.7734375
110,1995154N17276,ALLISON,1995,Cuba,35442.890625,0.0,0.0
111,1995154N17276,ALLISON,1995,Honduras,25097.66015625,0.0,0.0
112,1995154N17276,ALLISON,1995,Mexico,1036039.0625,355179.0,0.0
113,1995154N17276,ALLISON,1995,United States of America,13081532.0,6437649.5,3641661.0
114,1995236N10134,KENT,1995,China,160631584.0,111055656.0,72890360.0
115,1995236N10134,KENT,1995,Philippines,24771.361328125,0.0,0.0
116,1995236N10134,KENT,1995,Taiwan,622617.75,16372.66015625,0.0
117,1995256N12309,MARILYN,1995,Puerto Rico,3555770.5,2265730.0,370360.78125
118,1996319N11283,MARCO,1996,Cuba,1149.92333984375,0.0,0.0
119,1996319N11283,MARCO,1996,Jamaica,449420.625,0.0,0.0
120,1996319N11283,MARCO,1996,Panama,37152.21875,0.0,0.0
121,1997062S16158,JUSTIN,1997,Australia,567281.0,478744.3125,446131.53125
122,1997062S16158,JUSTIN,1997,Papua New Guinea,6925.41943359375,0.0,0.0
123,1998355S14187,CORA,1999,Fiji,55.66118240356445,0.0,0.0
124,1999024S11138,NOT_NAMED,1999,Australia,4621.69287109375,0.0,0.0
125,1999060S10089,DAVINA,1999,Madagascar,2230143.5,433272.3125,47438.9296875
126,2000019S11127,NOT_NAMED,2000,Australia,47129.60546875,39593.03125,5088.18896484375
127,2000019S11127,NOT_NAMED,2000,Indonesia,30165.130859375,0.0,0.0
128,2000333S11140,SAM,2001,Australia,24127.587890625,8034.916015625,3017.73291015625
129,2002265N10315,LILI,2002,Cuba,3961692.75,601557.1875,437960.75
130,2002265N10315,LILI,2002,Haiti,173432.96875,0.9556800723075867,0.0
131,2002265N10315,LILI,2002,Jamaica,2747471.75,2747041.0,910828.125
132,2002265N10315,LILI,2002,Mexico,731229.1875,0.0,0.0
133,2002265N10315,LILI,2002,Trinidad and Tobago,2565.46533203125,0.0,0.0
134,2002265N10315,LILI,2002,United States of America,8742911.0,2459939.75,1413331.375
135,2003011S09182,AMI,2003,Angola,12115813.0,4165344.0,2380036.25
136,2003011S09182,AMI,2003,Australia,608131.6875,138822.90625,321007.0625
137,2003011S09182,AMI,2003,Bolivia,9398022.0,312400.96875,2488337.75
138,2003011S09182,AMI,2003,Botswana,131407.359375,0.0,0.0
139,2003011S09182,AMI,2003,Brazil,38204392.0,7973231.0,5830418.0
140,2003011S09182,AMI,2003,Chile,194513.046875,0.0,0.0
141,2003011S09182,AMI,2003,Dem. Rep. Congo,5723839.0,339251.0,115697.7109375
142,2003011S09182,AMI,2003,Fiji,477579.8125,8216.6162109375,130862.828125
143,2003011S09182,AMI,2003,Indonesia,509221.78125,0.0,0.0
144,2003011S09182,AMI,2003,Madagascar,12674766.0,484144.8125,1544698.0
145,2003011S09182,AMI,2003,Malawi,16120469.0,1445470.75,526854.125
146,2003011S09182,AMI,2003,Mozambique,21076906.0,1353227.625,2533286.25
147,2003011S09182,AMI,2003,Namibia,1421944.375,4385.556640625,398957.5625
148,2003011S09182,AMI,2003,Papua New Guinea,67598.7109375,0.0,0.0
149,2003011S09182,AMI,2003,Paraguay,0.0,0.0,0.0
150,2003011S09182,AMI,2003,Peru,19638412.0,11046114.0,767583.3125
151,2003011S09182,AMI,2003,Solomon Is.,29573.271484375,0.0,0.0
152,2003011S09182,AMI,2003,Tanzania,3076083.25,0.0,0.0
153,2003011S09182,AMI,2003,Vanuatu,62165.84375,0.0,0.0
154,2003011S09182,AMI,2003,Zambia,14206130.0,3322335.5,1854614.625
155,2003011S09182,AMI,2003,Zimbabwe,10204312.0,271394.28125,2118738.0
156,2003338S09065,CELA,2004,Madagascar,2039133.375,1252042.375,697099.625
157,2004231N09147,AERE,2004,China,189253488.0,142574544.0,107668752.0
158,2004231N09147,AERE,2004,Taiwan,19871582.0,11234199.0,3120.086669921875
159,2004231N09147,AERE,2004,Vietnam,857720.375,115373.5,0.0
160,2004238N11325,FRANCES,2004,Bahamas,77659.7109375,77083.3125,71329.6875
161,2004238N11325,FRANCES,2004,Canada,9838632.0,6350645.5,4910565.0
162,2004238N11325,FRANCES,2004,Dominican Rep.,2920429.25,0.0,0.0
163,2004238N11325,FRANCES,2004,Haiti,15029.4443359375,0.0,0.0
164,2004238N11325,FRANCES,2004,Puerto Rico,3044034.25,0.0,0.0
165,2004238N11325,FRANCES,2004,United States of America,43144728.0,34800908.0,22200294.0
166,2004247N10332,IVAN,2004,Bahamas,53414.46484375,25000.87890625,33835.34765625
167,2004247N10332,IVAN,2004,Colombia,58046.14453125,0.0,0.0
168,2004247N10332,IVAN,2004,Cuba,2482416.0,533058.0,170371.3125
169,2004247N10332,IVAN,2004,Haiti,830962.0625,0.0,0.0
170,2004247N10332,IVAN,2004,Jamaica,2753687.5,2721410.0,1808295.0
171,2004247N10332,IVAN,2004,Mexico,1392492.125,743411.25,0.0
172,2004247N10332,IVAN,2004,Trinidad and Tobago,1286384.75,1057452.75,4424.248046875
173,2004247N10332,IVAN,2004,United States of America,44434280.0,16734179.0,15920249.0
174,2004247N10332,IVAN,2004,Venezuela,2182950.0,310364.96875,0.0
175,2005300N10279,BETA,2005,Costa Rica,19498.376953125,0.0,0.0
176,2005300N10279,BETA,2005,Honduras,4061.612548828125,0.0,0.0
177,2005300N10279,BETA,2005,Nicaragua,2985238.0,594148.625,257727.859375
178,2005300N10279,BETA,2005,Panama,336098.84375,0.0,0.0
179,2006198N08152,KAEMI,2006,China,133147984.0,68964696.0,40814648.0
180,2006198N08152,KAEMI,2006,Taiwan,10721196.0,5637412.0,4953959.0
181,2006198N08152,KAEMI,2006,Vietnam,776284.0,138538.609375,7527.798828125
182,2006350S07071,BONDO,2007,Madagascar,5633342.5,2293104.75,1117576.25
183,2007317S11150,GUBA,2008,Australia,8.529731750488281,0.0,0.0
184,2007317S11150,GUBA,2008,Papua New Guinea,611370.25,53217.2734375,949.6361694335938
185,2007337S12186,DAMAN,2008,Angola,751223.5,5245756.5,2987472.5
186,2007337S12186,DAMAN,2008,Australia,847.5875854492188,124702.984375,108280.515625
187,2007337S12186,DAMAN,2008,Bolivia,32824.97265625,249510.46875,116950.6171875
188,2007337S12186,DAMAN,2008,Brazil,2029159.125,8398818.0,4268054.0
189,2007337S12186,DAMAN,2008,Dem. Rep. Congo,547448.75,3868608.5,2685291.25
190,2007337S12186,DAMAN,2008,Fiji,92725.546875,39572.6484375,0.0
191,2007337S12186,DAMAN,2008,Indonesia,238716.90625,0.0,0.0
192,2007337S12186,DAMAN,2008,Madagascar,258682.46875,249085.21875,193836.046875
193,2007337S12186,DAMAN,2008,Malawi,1559104.875,2155307.25,1407387.0
194,2007337S12186,DAMAN,2008,Mozambique,597677.625,1030153.1875,800160.625
195,2007337S12186,DAMAN,2008,Papua New Guinea,30024.41015625,0.0,0.0
196,2007337S12186,DAMAN,2008,Peru,1389284.75,12405858.0,11297464.0
197,2007337S12186,DAMAN,2008,Solomon Is.,12281.271484375,0.0,0.0
198,2007337S12186,DAMAN,2008,Tanzania,696569.5,548893.625,79700.2265625
199,2007337S12186,DAMAN,2008,Vanuatu,0.0,0.0,623.0958251953125
200,2007337S12186,DAMAN,2008,Zambia,1026929.0,3480655.0,1767490.5
201,2008241N19303,HANNA,2008,Bahamas,77659.7109375,69353.390625,9360.4365234375
202,2008241N19303,HANNA,2008,Canada,2067985.875,818330.0625,348488.0
203,2008241N19303,HANNA,2008,Cuba,1906154.625,0.0,0.0
204,2008241N19303,HANNA,2008,Dominican Rep.,10334598.0,157345.546875,0.0
205,2008241N19303,HANNA,2008,Haiti,9843221.0,2684505.5,846386.5625
206,2008241N19303,HANNA,2008,United States of America,91591048.0,44712760.0,33852996.0
207,2008245N17323,IKE,2008,Bahamas,305.2882385253906,0.0,0.0
208,2008245N17323,IKE,2008,Canada,20627170.0,15264214.0,9266719.0
209,2008245N17323,IKE,2008,Cuba,11044710.0,11044710.0,4273127.0
210,2008245N17323,IKE,2008,Dominican Rep.,2552562.5,1278.97265625,0.0
211,2008245N17323,IKE,2008,Haiti,3856393.75,1073086.0,0.0
212,2008245N17323,IKE,2008,Jamaica,378340.40625,0.0,0.0
213,2008245N17323,IKE,2008,Mexico,55.49095916748047,0.0,0.0
214,2008245N17323,IKE,2008,United States of America,71568352.0,52199932.0,18634190.0
215,2009196N14129,MOLAVE,2009,China,120702168.0,85105392.0,70734952.0
216,2009196N14129,MOLAVE,2009,Philippines,1306.2271728515625,0.0,0.0
217,2009196N14129,MOLAVE,2009,Taiwan,16127.482421875,0.0,0.0
218,2009219N19140,ETAU,2009,Albania,110079.4921875,129808.453125,250665.96875
219,2009219N19140,ETAU,2009,Armenia,49839.1328125,0.0,0.0
220,2009219N19140,ETAU,2009,Azerbaijan,133834.78125,91492.0625,0.0
221,2009219N19140,ETAU,2009,Bosnia and Herz.,259580.828125,101906.0859375,21584.61328125
222,2009219N19140,ETAU,2009,Bulgaria,625786.75,2413885.5,3778944.0
223,2009219N19140,ETAU,2009,Canada,5919142.0,2129468.5,1027173.4375
224,2009219N19140,ETAU,2009,China,7374160.0,20013870.0,13703218.0
225,2009219N19140,ETAU,2009,Croatia,403662.0625,111226.9921875,83068.4765625
226,2009219N19140,ETAU,2009,France,4872184.5,1104415.375,754969.0625
227,2009219N19140,ETAU,2009,Georgia,30504.91015625,1237496.75,1348739.625
228,2009219N19140,ETAU,2009,Greece,107357.390625,2885.524169921875,0.0
229,2009219N19140,ETAU,2009,Italy,2221301.75,4327052.5,3094070.75
230,2009219N19140,ETAU,2009,Japan,589596.625,2520815.0,812493.5625
231,2009219N19140,ETAU,2009,Kazakhstan,850277.8125,1010919.0625,1880246.25
232,2009219N19140,ETAU,2009,Kosovo,0.0,725172.5625,1725875.75
233,2009219N19140,ETAU,2009,Kyrgyzstan,81502.9296875,2041921.75,1526106.875
234,2009219N19140,ETAU,2009,Macedonia,31659.453125,732124.5625,493492.21875
235,2009219N19140,ETAU,2009,Mongolia,29236.955078125,13079.5791015625,12010.53125
236,2009219N19140,ETAU,2009,Montenegro,1266.2938232421875,268827.375,504273.03125
237,2009219N19140,ETAU,2009,North Korea,355761.71875,727062.4375,1334039.25
238,2009219N19140,ETAU,2009,Portugal,58194.8828125,180177.625,109412.125
239,2009219N19140,ETAU,2009,Romania,46783.25,0.0,0.0
240,2009219N19140,ETAU,2009,Russia,1423148.875,2186996.75,1379460.75
241,2009219N19140,ETAU,2009,Serbia,545856.75,472197.375,176839.109375
242,2009219N19140,ETAU,2009,Spain,850261.1875,3190346.0,3866352.0
243,2009219N19140,ETAU,2009,Turkey,770470.375,386207.84375,24325.23828125
244,2009219N19140,ETAU,2009,Turkmenistan,54750.33984375,115590.1796875,172114.171875
245,2009219N19140,ETAU,2009,United States of America,3435540.75,17780786.0,20339534.0
246,2009219N19140,ETAU,2009,Uzbekistan,1292751.625,1157465.5,924220.0
247,2009346S10172,MICK,2010,Australia,0.0,0.0,5.660065174102783
248,2009346S10172,MICK,2010,Bolivia,7042.5458984375,9662.5791015625,37193.34765625
249,2009346S10172,MICK,2010,Botswana,0.0,0.0,13111.94921875
250,2009346S10172,MICK,2010,Brazil,178533.421875,103524.0703125,943676.375
251,2009346S10172,MICK,2010,Chile,3152.40576171875,5516.828125,60241.1171875
252,2009346S10172,MICK,2010,Fiji,661296.875,556081.0,574458.375
253,2009346S10172,MICK,2010,Madagascar,0.0,0.0,90183.796875
254,2009346S10172,MICK,2010,Mozambique,0.0,0.0,52466.09765625
255,2009346S10172,MICK,2010,Namibia,0.0,0.0,2658.641845703125
256,2009346S10172,MICK,2010,Paraguay,415.6004638671875,688.0568237304688,1267.23388671875
257,2009346S10172,MICK,2010,Zimbabwe,0.0,0.0,463864.71875
258,2010234N14267,FRANK,2010,Guatemala,1220412.5,0.0,0.0
259,2010234N14267,FRANK,2010,Mexico,861613.9375,0.0,0.0
260,2010240N15142,KOMPASU,2010,Belarus,0.0,0.0,194543.609375
261,2010240N15142,KOMPASU,2010,Canada,0.0,0.0,31756.083984375
262,2010240N15142,KOMPASU,2010,Denmark,0.0,0.0,145284.1875
263,2010240N15142,KOMPASU,2010,Germany,0.0,0.0,221854.4375
264,2010240N15142,KOMPASU,2010,Ireland,0.0,0.0,75744.9765625
265,2010240N15142,KOMPASU,2010,Japan,2407343.75,775103.375,529673.125
266,2010240N15142,KOMPASU,2010,Kazakhstan,0.0,0.0,100918.8359375
267,2010240N15142,KOMPASU,2010,Lithuania,0.0,0.0,722831.0625
268,2010240N15142,KOMPASU,2010,North Korea,3916837.0,1772523.25,739834.9375
269,2010240N15142,KOMPASU,2010,Poland,0.0,0.0,13077.37109375
270,2010240N15142,KOMPASU,2010,Russia,0.0,0.0,6323212.0
271,2010240N15142,KOMPASU,2010,South Korea,26427016.0,21427292.0,7098647.5
272,2010240N15142,KOMPASU,2010,United Kingdom,0.0,0.0,2138144.25
273,2010240N15142,KOMPASU,2010,United States of America,0.0,0.0,1001.7123413085938
274,2011010S17169,VANIA,2011,New Caledonia,172566.40625,139408.875,84627.3828125
275,2011010S17169,VANIA,2011,Vanuatu,51.18226623535156,0.0,0.0
276,2011199N10271,DORA,2011,Mexico,9791.759765625,0.0,0.0
277,2012273N13112,GAEMI,2012,Cambodia,13303306.0,5107062.0,2427293.5
278,2012273N13112,GAEMI,2012,Laos,155400.859375,0.0,0.0
279,2012273N13112,GAEMI,2012,Thailand,96141.71875,0.0,0.0
280,2012273N13112,GAEMI,2012,Vietnam,14747991.0,6380876.5,3558898.5
281,2012301N11087,NILAM,2012,India,83540384.0,50158056.0,42279180.0
282,2012301N11087,NILAM,2012,Sri Lanka,1648777.25,0.0,0.0
283,2012346S14180,EVAN,2013,Angola,7078920.0,0.0,0.0
284,2012346S14180,EVAN,2013,Australia,81102.5078125,589.3304443359375,173.61279296875
285,2012346S14180,EVAN,2013,Bolivia,3758858.5,0.0,0.0
286,2012346S14180,EVAN,2013,Brazil,22216528.0,0.0,0.0
287,2012346S14180,EVAN,2013,Dem. Rep. Congo,149474.5625,0.0,0.0
288,2012346S14180,EVAN,2013,Fiji,758242.6875,464894.1875,386000.40625
289,2012346S14180,EVAN,2013,Madagascar,4687149.0,0.0,0.0
290,2012346S14180,EVAN,2013,Malawi,14058303.0,0.0,0.0
291,2012346S14180,EVAN,2013,Mozambique,15267609.0,0.0,0.0
292,2012346S14180,EVAN,2013,Namibia,5693.30517578125,0.0,0.0
293,2012346S14180,EVAN,2013,New Zealand,2247377.0,354116.0,69721.2265625
294,2012346S14180,EVAN,2013,Peru,6549417.5,0.0,0.0
295,2012346S14180,EVAN,2013,Vanuatu,62165.84375,1397.675048828125,3202.5751953125
296,2012346S14180,EVAN,2013,Zambia,10636808.0,0.0,0.0
297,2012346S14180,EVAN,2013,Zimbabwe,1515546.875,0.0,0.0
298,2013272N10135,FITOW,2013,China,53508296.0,23468610.0,6279101.0
299,2013272N10135,FITOW,2013,Taiwan,11155181.0,6949084.0,0.0
300,2014015N10129,LINGLING,2014,Philippines,906345.5,0.0,0.0
301,2014197N10137,MATMO,2014,China,171274288.0,88988016.0,46253440.0
302,2014197N10137,MATMO,2014,North Korea,14076230.0,6994041.0,1777251.0
303,2014197N10137,MATMO,2014,Taiwan,20181648.0,9641692.0,6052253.5
304,2014253N13244,NOT_NAMED,2014,Mexico,254604.65625,0.0,0.0
305,2014362N07130,JANGMI,2014,Malaysia,1363875.5,455756.8125,10860.595703125
306,2014362N07130,JANGMI,2014,Philippines,22428862.0,12055927.0,7991828.0
307,2015355S16136,NOT_NAMED,2016,Australia,135046.75,126096.5234375,121878.59375
308,2016095S13162,ZENA,2016,Australia,2842.385498046875,3051.2294921875,6566.4306640625
309,2016095S13162,ZENA,2016,Bolivia,139500.90625,40319.66796875,114830.3984375
310,2016095S13162,ZENA,2016,Botswana,29908.62890625,35723.3203125,61657.125
311,2016095S13162,ZENA,2016,Brazil,1719811.75,1304171.5,2942349.5
312,2016095S13162,ZENA,2016,Chile,14780.505859375,41565.43359375,30323.92578125
313,2016095S13162,ZENA,2016,Fiji,2.62130069732666,0.0,0.0
314,2016095S13162,ZENA,2016,Madagascar,237959.03125,286327.65625,683709.4375
315,2016095S13162,ZENA,2016,Mozambique,31252.77734375,200308.953125,318173.40625
316,2016095S13162,ZENA,2016,Namibia,4235.984375,10708.9091796875,57200.34375
317,2016095S13162,ZENA,2016,New Caledonia,1720.91455078125,2923.107421875,5261.9619140625
318,2016095S13162,ZENA,2016,Paraguay,4367.80078125,4356.2060546875,4907.607421875
319,2016095S13162,ZENA,2016,Vanuatu,62165.84375,56381.578125,44280.4921875
320,2016095S13162,ZENA,2016,Zimbabwe,45880.640625,257688.640625,586083.75
321,2016185N08145,NEPARTAK,2016,China,45351112.0,23734874.0,15779738.0
322,2016185N08145,NEPARTAK,2016,Taiwan,13217895.0,8669434.0,4829703.5
323,2016323N13279,OTTO,2016,Costa Rica,1151248.125,357289.28125,394047.71875
324,2016323N13279,OTTO,2016,Nicaragua,313343.40625,119035.9375,89614.9765625
325,2016323N13279,OTTO,2016,Panama,469195.25,0.0,0.0
326,2017232N19130,HATO,2017,China,170924992.0,105048544.0,46662716.0
327,2017232N19130,HATO,2017,Laos,36312.1484375,0.0,0.0
328,2017232N19130,HATO,2017,Myanmar,13856.7646484375,0.0,0.0
329,2017232N19130,HATO,2017,Philippines,520813.0,0.0,0.0
330,2017232N19130,HATO,2017,Taiwan,14846.890625,0.0,0.0
331,2017232N19130,HATO,2017,Vietnam,3277465.75,517097.9375,68265.859375
332,2017277N11279,NATE,2017,Canada,3294463.0,840657.4375,555694.75
333,2017277N11279,NATE,2017,Cuba,28310.9921875,0.0,0.0
334,2017277N11279,NATE,2017,Honduras,229078.203125,138624.515625,84608.65625
335,2017277N11279,NATE,2017,Mexico,1009274.25,450681.21875,0.0
336,2017277N11279,NATE,2017,Nicaragua,617988.1875,330390.5625,201067.5
337,2017277N11279,NATE,2017,Panama,171618.140625,0.0,0.0
338,2017277N11279,NATE,2017,United States of America,39717580.0,22892662.0,12971429.0
339,2017325S10112,CEMPAKA,2018,Indonesia,54218372.0,14930776.0,2959345.5
340,2018013S17067,BERGUITTA,2018,Madagascar,116195.2578125,0.0,0.0
341,2018365N09113,PABUK,2018,Malaysia,2075968.75,0.0,0.0
342,2018365N09113,PABUK,2018,Myanmar,153208.65625,4589.166015625,0.0
343,2018365N09113,PABUK,2018,Thailand,7998336.0,4666578.5,2905135.25
344,2018365N09113,PABUK,2018,Vietnam,1111968.375,0.0,0.0
345,2019113S10051,KENNETH,2019,Madagascar,31670.12109375,0.0,0.0
346,2019113S10051,KENNETH,2019,Mozambique,3868792.5,1610708.875,664745.0
347,2019113S10051,KENNETH,2019,Tanzania,1677931.125,0.0,0.0
